primary_song_artist_id,primary_song_artist
260,Donovan
261,Sonora Carrulseles
262,The Arthur Murray Orchestra
263,Sir Mix-a-Lot
264,The Newbeats
265,The Tractors
266,Indigo Swing
267,Bobby Darin
268,Colbie Caillat
269,Flo Rida feat. T-Pain
270,Nina Simone
271,Karl Jenkins
272,Lou Rawls
273,Katy Perry
274,James Morrison
275,Conjunto Tipico Del Tango
276,Brian Setzer
277,Ástor Piazzolla
278,Franz Ferdinand
279,Maurice Ravel
280,John Mayer
281,Bond
282,En Vogue
283,Atomic Fireballs
284,Connie Francis
285,Diana Ross
286,John Powell
287,The Kinks
288,Jessica Simpson
289,Perez Prado
290,The Blues Brothers
291,Marc Broussard
292,Bill Haley & His Comets
293,Tom Jones
294,Agustín Lara
295,Vanessa Carlton
296,Andrews Sisters
297,Will Smith
298,Dinah Washington
299,Twisted Sister
300,Rosemary Clooney
301,No Doubt feat. Bounty Killer
302,Ludwig van Beethoven
303,Screamin' Jay Hawkins
304,Charlotte Church
305,Rufus Wainwright
306,The Young Rascals
307,Diana Krall
308,Amy Winehouse
309,KC and the Sunshine Band
310,Pussycat Dolls
311,The Supremes
312,Alfred Hause's Tango Orchestra
313,Adam Ant
314,The Dandy Warhols
315,Thalía
316,Marc Shaiman
317,Peter Allen
318,Travis Tritt
319,Eartha Kitt
320,Van Morrison
321,Alma Cogan
322,Lalo Schifrin
323,Electric Club Tango
324,Club des Belugas
325,Kreesha Turner
326,OutKast
327,Steve Lawrence
328,Jason Mraz & Colbie Caillat
329,Spin Doctors
330,Mark Ronson feat. Amy Winehouse
331,New Order
332,Secondhand Serenade
333,Fall Out Boy
334,Maroon 5
335,Roger Miller
336,Barry White
337,A-ha
338,Trans-X
339,Pixie Lott
340,Etta James
341,James Horner
342, Lipps Inc.
343,Angela Via feat. Joe Budden
344,Deana Carter
345,Nelly feat. City Spud
346,Nena
347,Dead or Alive
348,Sam Sparro
349,Canadian Brass
350,Billy Idol
351,The Pretenders
352,KT Tunstall
353,Sérgio Mendes & The Black Eyed Peas
354,The Osmonds
355,Leonard Cohen
356,Kylie Minogue
357,Ella Fitzgerald and Chick Webb
358,Ella Fitzgerald
359,Billy Ray Cyrus
360,Desi Arnaz
361,Robert Johnson
362,Robbie Williams
363,Cyndi Lauper
364,Eve
365,Daniel Bedingfield
366,El General
367,Body Rockers
368,Jordin Sparks & Chris Brown
369,Manuel Penella
370,Anastacia
371,Kool and the Gang
372,The Go-Go's
373,Paolo Nutini
374,Astor Piazolla
375,Sam & Dave
376,Russell Watson
377,Sean Kingston
378,Marvin Gaye & Tammi Terrell
379,The Emotions
380,David Bowie & Mick Jagger
381,Dusty Springfield
382,Spandau Ballet
383,Deniece Williams
384,Kat DeLuna feat. Elephant Man
385,The Ides of March
386,Robin Williams
387,John Altman
388,Kim Wilde
389,Smash Mouth
390,Otros Aires Electronic Tango Orchestra
391,Tom Petty
392,Leo Sayer
393,Owl City & Carly Rae Jepsen
394,One Direction
395,The Trammps
396,Sean Paul
397,The Pussycat Dolls
398,Cupid
399,Bryan Adams
400,Sarah McLachlan
401,The United States Air Force Band and the Rockies
402,from Hairspray
403,"Earth, Wind and Fire"
404,Carlos Di Sarli
405,Meghan Trainor
406,from Sweet Charity
407,LMFAO feat. Lauren Bennett & GoonRock
408,Iggy Pop
409,Ashley Tisdale and Lucas Grabeel
410,Basement Jaxx
411,Kris Kross
412,Johnny Cash
413,Dean Martin
414,Sammy Davis Jr.
415,John Williams
416,Fatboy Slim
417,Goo Goo Dolls
418,Engelbert Humperdinck
419,Boyz II Men
420,LunchMoney Lewis
421,The Romantics
422,Labelle
423,Sara Bareilles
424,The Andrews Sisters
425,Africando All Stars
426,Perry Como
427,Benny Moré
428,Ben E. King
429,Pitbull
430,Bailongo
431,Astrud Gilberto
432,Angel Melendez
433,Mark Ronson feat. Bruno Mars
434,Ray Quinn feat. Ultra Love
435,Redfoo
436,Adele
437,The Isley Brothers
438,Creedence Clearwater Revival
439,Los Lonely Boys
440,Christa Behnke
441,Xavier Cugat
442,Unit 4 + 2
443,The Hit Crew
444,Billy Paul
445,Jamiroquai
446,Robert Randolph and the Family Band
447,Johnny Pearson
448,Klaus Hallen
449,OneRepublic
450,Olivia Newton-John
451,Hozier
452,Pitbull & Ne-Yo
453,Gretchen Wilson
454,Neon Trees
455,Louis Prima
456,Ram Jam
457,Glenn Frey
458,Meco
459,Enrique Iglesias feat. Ludacris & DJ Frank E
460,Kevin Rudolf & Lil Wayne
461,Amos Lee
462,Amerie
463,C+C Music Factory
464,Irene Cara
465,Timbaland feat. OneRepublic
466,Spice Girls
467,Frankie Lymon and the Teenagers
468,Jerry Lee Lewis
469,Katy Perry feat. Snoop Dogg
470,The Spinners
471,Les Poppys
472,Tape Five
473,Richard Cheese
474,Nancy Sinatra
475,Gwen Stefani
476,Shaggy
477,Billy Fury
478,"Jessie J, Ariana Grande & Nicki Minaj"
479,Rizzle Kicks
480,Stevie Ray Vaughan
481,Ruth Brown
482,David Bowie
483,The Knack
484,Robin Thicke feat. Kendrick Lamar
485,Selena Gomez & The Scene
486,Beyoncé featuring Jay-Z
487,Kenny Rogers
488,Georges Bizet
489,Steppenwolf
490,Olly Murs
491,Shiny Toy Guns
492,Unidad de Musica de la Guardia Real
493,"Tito Puente, Jr."
494,Louis Armstrong & Ella Fitzgerald
495,Gotye feat. Kimbra
496,Darius Rucker
497,Ed Sheeran
498,Keane
499,from The Phantom of the Opera
500,Patti Page
501,Bon Jovi
502,Snoop Dogg feat. Pharrell
503,Cupid feat. B.o.B
504,Black Oak Arkansas
505,The Jacksons
506,Robin Thicke feat. T.I. & Pharrell Williams
507,Manuel Panella
508,Dave Matthews Band
509,50 Cent
510,Icona Pop
511,Ellie Goulding
512,Pitbull feat. Kesha
513,Barrett Strong
514,Maroon 5 featuring Christina Aguilera
515,Los Lobos featuring Antonio Banderas
516,The Eagles
517,Desperado Los Lobos & A Banderas
518,George Michael
519,Johnny Mathis
520,John Travolta and Olivia Newton-John
521,Run-D.M.C.
522,Eliza Doolittle
523,Little Mix
524,Buena Vista Social Club
525,Bananarama
526,Arthur Murray Orchestra
527,Daddy Yankee
528,Passenger
529,Royal Crown Revue
530,from 42nd Street
531,Jessie J
532,The Police
533,Paul Anka
534,James Horner & Simon Rhodes
535,Wyclef Jean feat. Claudette Ortiz
536,Carly Rae Jepsen
537,Wilson Pickett
538,Lee Brice
539,Lipps Inc.
540,John Lennon
541,Oingo Boingo
542,Bruno Mars
543,Martha and the Vandellas
544,Betty Everett
545,David Guetta feat. Sam Martin
546,Santana feat. Pitbull
547,Rodrigo y Gabriela with John Tempesta
548,The Dovells
549,Danny and the Juniors
550,Bebel Gilberto
551,Chelo
552,Tavares
553,Consuelo Velázquez
554,Zedd feat. Foxes
555,The Drifters
556,The Corrs
557,Lauren Wood
558,The Manhattan Transfer
559,Elvis Crespo
560,Clean Bandit feat. Jess Glynne
561,Fulanito
562,Lara St. John
563,The Pussycat Dolls feat. A. R. Rahman
564,Bell Biv DeVoe
565,T-Bone Burnett
566,Corrine Bailey Rae
567,Reel 2 Real
568,Erasure
569,Miguel
570,Jason Aldean
571,Flo Rida feat. Sia
572,Marvin Gaye and Kim Weston
573,from Kinky Boots
574,Walk the Moon
575,A Great Big World & Christina Aguilera
576,Jurassic 5
577,Wisin & Yandel feat. Jennifer Lopez
578,Cher Lloyd
579,Lloyd feat. Lil Wayne
580,Lady Antebellum
581,The Wanted
582,Kiki Dee
583,Flo Rida
584,Julie Covington
585,T. Rex
586,Tears for Fears
587,Rolling Stones
588,Gavin James
589,Patti LaBelle
590,Ray Charles & Julia Rinker
591,Avicii
592,Estelle feat. Janelle Monáe
593,Kat DeLuna
594,Simon and Garfunkel
595, Frankie Valli & The Four Seasons
596,Pitbull feat. Chris Brown
597,Bette Midler
598,Kid Creole and the Coconuts
599,from Chitty Chitty Bang Bang
600,Beyoncé feat. Devin & Solange
601,The Righteous Brothers
602,P!nk feat. Nate Ruess
603,Shania Twain
604,from The Mask
605,Toby Keith
606,Chris Brown
607,Jimmy Eat World
608,Louis Jordan
609,Lenka
610,The Big Bopper
611,Oscar d'Leon
612,Ray Charles & The Blues Brothers
613,Gene Kelly
614,Queen and David Bowie
615,Dinah Shore
616,Michael Giacchino
617,Beyoncé & André 3000
618,Santa Esmeralda
619,from Singin' in the Rain
620,Dick Van Dyke
621,Cliff Edwards
622,Danny Elfman
623,Cody Simpson
624,Sam Palladio & Clare Bowen
625,Rick James
626,from Cinderella
627,Good Charlotte
628,Electric Guest
629,Tim Armstrong featuring Skye Sweetnam
630,from The Addams Family
631,Leonard Bernstein
632,Sam Smith
633,Ariana Grande
634,Brad Kane & Lea Salonga
635,Klaus Badelt
636,John Legend
637,Christina Perri
638,Pharrell Williams
639,The Spencer Davis Group
640,Elton John & Britney Spears
641,"Christina Aguilera, Lil' Kim, Mýa & Pink"
642,Duck Sauce
643,Hayley Westenra
644,Neil Diamond
645,Kelis
646,Captain & Tennille
647,Delbert McClinton
648,Emeli Sandé & The Bryan Ferry Orchestra
649,Red Hot Chili Peppers
650,Rose Royce
651,Pat Carroll
652,Kristen Bell & Santino Fontana
653,Sweet
654,Hunter Hayes
655,Carrie Underwood
656,Jana Kramer
657,Kenny Chesney
658,Rihanna & Calvin Harris
659,Carl Carlton
660,Bad Bunny
661,Rod Stewart
662,Rockwell
663,Ray Parker Jr.
664,Luther Vandross
665,Gioachino Rossini
666,will.i.am
667,Kool & the Gang
668,The Wild Party
669,Timbaland featuring Keri Hilson and D.O.E.
670,Carmen Miranda
671,Chubby Checker
672,Calvin Harris
673,Katy Perry feat. Juicy J
674,Black Joe Lewis & the Honeybears
675,The Swag Geeks feat. Brook Penning
676,Blake Shelton
677,Dolly Parton & Kenny Rogers
678, James Blunt
679,Johnny O'Keefe
680,Harry Styles
681,Rihanna featuring Mikky Ekko
682,Def Leppard
683,Gwen Verdon
684,Tammy Wynette
685,"Vishal Dadlani, Hamsika Iyer & Sricharan"
686,Nicole Kidman
687,Daft Punk feat. Pharrell Williams
688,Gin Wigmore
689,Mr Probz
690,Jason Derulo
691,Jessie Ware
692,Pharrell feat. Justin Timberlake
693,Usher
694,George Gershwin
695,Jack Wagner
696,BTS
697,Outkast
698,Lizzo
699,Timbaland feat. Keri Hilson
700,Black Eyed Peas
701,"Daft Punk, Pharrell Williams & Nile Rodgers"
702,Megan Thee Stallion
703,Village People
704,Billy Vera & The Beaters
705,Sly & The Family Stone
706,Lee Roy Reams
707,Jim Croce
708,Rick Springfield
709,Dario G
710,Usher feat. Nicki Minaj
711,Joey Fatone
712,Hans Zimmer
713,Emily Wells
714,Fun.
715,Scott Bradlee & Postmodern Jukebox
716,Alex Clare
717,Andy Grammer
718,The Kid Laroi & Justin Bieber
719,Dua Lipa
720,Jennifer Lopez & Pitbull
721,Musical Youth
722,Cheryl feat. Tinie Tempah
723,Paco Peña
724,Toni Basil
725,Cameo
726,Julie Andrews & Dick Van Dyke
727,Jerry Orbach & Angela Lansbury
728,Ilene Woods
729,"Jason Weaver, Laura Williams & Rowan Atkinson"
730,Regina Belle
731,Florence + the Machine
732,Joe Esposito
733,Doja Cat feat. SZA
734,Fergie & Ludacris
735,Rodney Atkins
736,David Guetta featuring Sia
737,MC Hammer
738,Rob Base and DJ E-Z Rock
739,Salt-N-Pepa
740,Kanye West
741,José Norman
742,Cee Lo Green
743,MGMT
744,Rod Taylor
745,Idina Menzel
746,Samuel E. Wright
747,The Weeknd
748,Babyface
749,Celia Cruz
750,Mariah Carey & Boyz II Men
751,Quiet Riot
752,Silk Sonic
753,Jet
754,Kyle Jacobs
755,Mary Wells
756,"Enrique Iglesias feat. Gente de Zona, Descemer Bueno & Sean Paul"
757,Des'ree
758,Nelly
759,P!nk
760,Taylor Dayne
761,Muse
762, Jimi Hendrix
763,Ant Clemons & Justin Timberlake
764,Gladys Knight & the Pips
765,Young MC
766,Arianna feat. Pitbull
767,Ray Chew
768,Chromeo
769,Glee cast
770,Sheppard
771,Icona Pop feat. Charli XCX
772,Nicki Minaj
773,Les Tambours du Bronx
774,John Travolta
775,Alice Cooper
776,James Arthur
777,Daddy Yankee & Luis Fonsi
778,Jimmie Allen
779,Lady Gaga & Ariana Grande
780,Billie Eilish
781,INXS
782,Sepalot feat. Ladi6
783,Deee-Lite
784,Jennifer Lopez feat. Pitbull
785,Louis Prima & Keely Smith
786,Jimmy Buffett
787,Ricky Martin feat. Pitbull
788,Calvin Harris feat. Ellie Goulding
789,José Feliciano
790,Jonas Brothers
791,Donell Jones
792,Camila Cabello
793,Chris Cornell
794,Garbage
795,Gladys Knight
796,Clairy Browne & the Bangin' Rackettes
797,Nikki Yanofsky
798,Woodkid
799,Charlie Daniels Band
800,Joss Stone
801,Copacabana
802,Martin Solveig
803,Fantasia Barrino
804,"Fergie, Q-Tip & GoonRock"
805,Kate Hudson
806,"Major Lazer feat. Busy Signal, The Flexican & FS Green"
807,Shakira feat. Rihanna
808,Awolnation
809,Fifth Harmony
810,Joe Arroyo
811,Ketty Lester
812,Alexandra Stan
813,The Andrew Sisters
814,Hector Lavoe
815,"Cardi B, Bad Bunny & J Balvin"
816,Brittany Spears
817,"Thomas Newman, featuring Tambuco"
818,Sheena Easton
819,David Arnold & Nicholas Dodd
820,The Pierces
821,Ella Henderson
822,Kongos
823,The Foundations
824,Ramin Djawadi
825,Vampire Weekend
826,David Hirschfelder & The Bogo Pogo Orchestra
827,Ana Tijoux
828,Wisin feat. Ricky Martin & Jennifer Lopez
829,Imagine Dragons
830,Was (Not Was)
831,La Lupe
832,Mohombi
833,Jack White & Alicia Keys
834,Miranda Lambert & Carrie Underwood
835,Miss Li
836,Shawn Mendes & Camila Cabello
837,Kina Grannis
838,Ne-Yo
839,Mariah Carey & Whitney Houston
840,Pitbull feat. Theron Theron
841,Aly & AJ
842,Andra Day
843,Panjabi MC
844,"Lillias White, LaChanze, Roz Ryan, Cheryl Freeman & Vanéese Y. Thomas"
845,Quindon Tarver
846,Janelle Monáe
847,Lorde
848,Emeli Sandé
849,Demi Lovato
850,Keala Settle
851,Jennifer Lopez feat. DJ Khaled & Cardi B
852,Louisa feat. 2 Chainz
853,Waylon Jennings
854,Smokey Robinson
855,"Hugh Jackman, BriaAndChrissy, Keala Settle, Zac Efron & Zendaya"
856,Benjamin Bratt
857,Leslie Odom Jr.
858,Joshua Bassett
859,Don Omar feat. Lucenzo
860,BC Jean
861,Canned Heat
862,Christina Grimmie
863,Marie Miller
864,Prince & The Revolution
865,Bobby Brown
866,Fleetwood Mac
867,Saint Jhn
868,Leo Soul
869,Smokey Robinson & the Miracles
870,Jenifer Lewis
871,Dick Van Dyke & Julie Andrews
872,Electric Light Orchestra
873,Santana feat. The Product G&B
874,NONONO
875,Avicii feat. Audra Mae
876,Daddy Yankee feat. Snow
877,Rihanna feat. Calvin Harris
878,Lee Ann Womack feat. Sons of the Desert
879,Anika Noni Rose
880,Bill Medley & Jennifer Warnes
881,Donny Osmond
882,Edoardo Bennato
883,"Bette Midler, Sarah Jessica Parker & Kathy Najimy"
884,Pitbull feat. Papayo
885,Cher
886,Rumer Willis
887,Cash Cash feat. Julia Michaels
888,Whitney Myer
889,RuPaul
890,John Fogerty
891,The Notorious B.I.G.
892,Wilson Phillips
893,Selena
894,Lady Gaga & Bradley Cooper
895,Armin van Buuren feat. Cimo Fränkel
896,Gamu
897,Katrina and the Waves
898,Nikki & Rich
899,"Jason Weaver, Rowan Atkinson & Laura Williams"
900,Auliʻi Cravalho
901, MKTO
902, Goodwill & Hook n Sling
903,Debbie Gibson
904,Fleur East
905,Madness
906,Whitney Houston & Mariah Carey
907,Kenny Rogers feat. Dolly Parton
908,Meryl Streep
909,Jon Batiste
910,Carmen Twillie & Lebo M.
911,Carlos Vives
912,Christopher Walken
913,Tevin Campbell
914,Jessie James Decker
915,JP Cooper
916,DJ Snake & Lil Jon
917,Jason Derulo feat. 2 Chainz
918,Ludacris feat. Pharrell Williams
919,Shawn Mendes
920,Kesha feat. The Dap-Kings Horns
921,Daphne Willis
922,Eddie Palmieri
923,Christina Aguilera & Blake Shelton
924,Miley Cyrus
925,Joni Mitchell
926,"Jagged Edge, featuring RUN"
927,Lewis Capaldi
928,Bobby McFerrin
929,X Ambassadors & Jamie N Commons feat. Jay-Z
930,Erin Bowman
931,Kurtis Blow
932,The Disco Fries feat. Hope Murphy
933,The O'Neill Brothers
934,Aloe Blacc
935,Major Lazer feat. The Partysquad
936,Bajofondo
937,The Baseballs
938,Selena Gomez
939,Newsies cast
940,"DJ Khaled feat. T-Pain, Ludacris, Rick Ross & Snoop Dogg"
941,Matt Beilis
942,SBTRKT feat. Ezra Koenig
943,Sarah Bockel
944,Johann Pachelbel
945,Jesse Corti & Richard White
946,Lana Del Rey
947,"Dove Cameron, Sofia Carson,"
948,Lauryn Hill
949,Jim Brickman & Wayne Brady
950,Bonde do Rolê feat. Rizzle Kicks
951,B.o.B feat. Rivers Cuomo
952,Christian TV
953,Frankie Valli
954,Gregor Salto
955,Preservation Hall Jazz Band
956,Haddaway
957,Luke Bryan
958,Madcon feat. Ray Dalton
959,Amy Stroup
960,Hardwell
961,Captain & Tennille[26]
962,Ricki-Lee Coulter
963,Wolfgang Mozart
964,Franz Schubert (performed by Jackie Evancho)
965,Giuseppe Verdi (performed by Vittorio Grigolo)
966,Bruce Adler
967,Melora Hardin
968,Chiwetel Ejiofor
969,"Justin Timberlake, featuring Timbaland"
970,Mazzy Star
971,Ariana Grande feat. Iggy Azalea
972,Wisin
973,John Newman
974,Mambo Compañeros
975,DJ Snake feat. Justin Bieber
976,Tim McGraw & Faith Hill
977,Tyler Ward
978,Bootstraps
979,Nikki Williams
980,Zayde Wølf
981,Flo Rida feat. Fitz
982,Lil Nas X feat. Billy Ray Cyrus
983,Lily James
984,Luke Combs
985,Sergei Prokofiev
986,Mary-Jess Leaverland
987,Klaus Badelt & Hans Zimmer
988,X Ambassadors & Jamie N Commons
989,Lifehouse
990,Hall & Oates
991,E.S. Posthumus
992,Alacran
993,A.P.P.A.R.T.
994,Soft Cell
995,Usher feat. Lil' Jon & Ludacris
996,Avril Lavigne feat. Chad Kroeger
997,The Coasters
998,Ben Rector
999,Steve Goodman
1000,Erika Jayne
1001,Tami Tappan Damiano
1002,ZAYN
1003,Mary J. Blige
1004,Alessia Cara
1005,Vanilla Ice
1006,"JD McCrary,"
1007,Julie Andrews
1008,Randy Newman
1009,Ariana Grande & John Legend
1010,Al Green
1011,Santana feat. Rob Thomas
1012,Jennifer Lopez feat. Iggy Azalea
1013,Annie Lennox
1014,Florence and the Machine
1015,"Cobra Starship, featuring Leighton Meester"
1016,Green Day
1017,Bugsy Malone
1018,Calvin Harris feat. John Newman
1019,Bonde do Rolê
1020,"Mike Post, Pete Carpenter"
1021,Tritonal & Cash Cash feat. JHart
1022,Jess Glynne
1023,Judah Kelly
1024,Little Texas
1025,Betty Hutton
1026,Cast of High School Musical
1027,Zayn & Zhavia Ward
1028,Backstreet Boys
1029,Michael Sembello
1030,"Stockard Channing,"
1031,John Travolta & Jeff Conaway
1032,Frankie Avalon
1033,Rob Base & DJ E-Z Rock
1034,Noisettes
1035,Niykee Heaton
1036,Charo
1037,Luis Fonsi feat. Daddy Yankee
1038,Henry Krieger
1039,DNCE
1040,Bonnie McKee
1041,Peppermint Trolley Company
1042,New Kids on the Block
1043,René Dupéré
1044,Sha Na Na
1045,Stockard Channing
1046,Metro Station
1047,Diplo feat. Faustix & Imanos and Kai
1048,Koji Kondo
1049,LMFAO
1050,Jennifer Nettles
1051,Jessie J feat. 2 Chainz
1052,Sigala feat. John Newman & Nile Rodgers
1053,Charlie Puth
1054,Sky Ferreira
1055,Hailee Steinfeld
1056, The Pussycat Dolls
1057,Empire cast feat. Estelle & Jussie Smollett
1058,Thirty Seconds to Mars
1059,Bernadette Peters & Tom Wopat
1060,"Pitbull feat. Robin Thicke, Joe Perry & Travis Barker"
1061,Dillon Francis & Skrillex
1062,Gavin DeGraw
1063,Vic Mizzy
1064,Jesse Frederick
1065,Tiffany
1066,David Gray
1067,RAIGN
1068,Macklemore & Ryan Lewis
1069,Shakira feat. Wyclef Jean
1070,Madeon
1071,Ludovic Bource
1072,Sleeping at Last
1073,The Sugarhill Gang
1074,Kimberly Cole
1075,Lion Babe
1076,J Balvin & Willy William
1077,MAX feat. gnash
1078,Camila Cabello feat. Young Thug
1079,DJ Kass
1080,Flo Rida feat. Sage the Gemini & Lookas
1081,George Noriega & Joel Someillan
1082,Howard Greenfield & Jack Keller
1083,Mark Snow
1084,Major Lazer feat. Nyla & Fuse ODG
1085,Lauren Alaina
1086,Cast of The Rocky Horror Picture Show
1087,DeBarge
1088,Lukas Graham
1089,David Guetta feat. Nicki Minaj
1090,District 78 feat. Patrice Covington
1091,Kim Petras
1092,Daniel Jang
1093,Michael Buble
1094,Labrinth feat. Emeli Sandé
1095,Juanes
1096,Justin Bieber feat. Nicki Minaj
1097,Kiesza
1098,The Dixie Cups
1099,Jax Jones feat. Demi Lovato & Stefflon Don
1100,Ricky Campanelli
1101,Chaka Khan
1102,OMI
1103,Charlie Puth feat. Meghan Trainor
1104,Kygo feat. Parson James
1105,Miriam Makeba
1106,Mark Mueller
1107,Bear McCreary
1108,Bob James
1109,Ava Max
1110,Calum Scott & Leona Lewis
1111,Jennifer Lopez feat. Gente de Zona
1112,Malachi Barton
1113,Måneskin
1114,Luniz feat. Michael Marshall
1115,50 Cent feat. Olivia
1116,Alan Menken & Glenn Slater
1117,Nick Cave and the Bad Seeds
1118,Carol Welsman
1119,Katy Tiz
1120,"David Guetta feat. Nicki Minaj, Bebe Rexha & Afrojack"
1121,Justin Bieber feat. J. Balvin
1122,Phillip Phillips
1123,2WEI
1124,Bobby Pickett
1125,Marky Mark and the Funky Bunch
1126,Doja Cat feat. Nicki Minaj
1127,Tinashe feat. Schoolboy Q
1128,Clint Mansell & Kronos Quartet
1129,CLiQ feat. Alika
1130,Sergio Mendes
1131,Ciara
1132,Héctor Lavoe
1133,Jason Derulo feat. Nicki Minaj & Ty Dolla Sign
1134,DJ Jazzy Jeff & The Fresh Prince
1135,Chumbawamba
