judge_score_id,judge,judge_score,performance_id,season,week,week_theme,couple,primary_dance_style,primary_song,primary_song_artist,total_score,dance_style,music,result,week_title,celeb_name_part,pro_name_part,professional,celebrity,notability,film,era,original_couple,dance_chosen_by,tv_show,disney_film,film_theme,trio_partner,james_bond_film,dynamic_duo,professionals,icon,film_series,icons,mentor,horror_film_show,trio_dance_partner,villain,cirque_du_soleil_show,genre,broadway_show,television_show,musical,guest_judge,michael_jackson_theme
1655,Len Goodman,8.0,562,4,3,No Theme,Ian & Cheryl,Jive,"""Hard Headed Woman""",Elvis Presley,24,Jive,"""Hard Headed Woman""—Elvis Presley",Safe,Week 3,Ian,Cheryl,Cheryl Burke,Ian Ziering,Television actor,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Bruno Tonioli,8.0,562,4,3,No Theme,Ian & Cheryl,Jive,"""Hard Headed Woman""",Elvis Presley,24,Jive,"""Hard Headed Woman""—Elvis Presley",Safe,Week 3,Ian,Cheryl,Cheryl Burke,Ian Ziering,Television actor,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Carrie Ann Inaba,8.0,563,4,3,No Theme,Leeza & Tony,Tango,"""Jealousy""",Billy Fury,24,Tango,"""Jealousy""—Billy Fury",Bottom two,Week 3,Leeza,Tony,Tony Dovolani,Leeza Gibbons,Talk-show host,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Len Goodman,8.0,563,4,3,No Theme,Leeza & Tony,Tango,"""Jealousy""",Billy Fury,24,Tango,"""Jealousy""—Billy Fury",Bottom two,Week 3,Leeza,Tony,Tony Dovolani,Leeza Gibbons,Talk-show host,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Bruno Tonioli,8.0,563,4,3,No Theme,Leeza & Tony,Tango,"""Jealousy""",Billy Fury,24,Tango,"""Jealousy""—Billy Fury",Bottom two,Week 3,Leeza,Tony,Tony Dovolani,Leeza Gibbons,Talk-show host,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Carrie Ann Inaba,10.0,564,5,4,No Theme,Sabrina & Mark,Paso Doble,"""You Spin Me Round (Like a Record)""",Dead or Alive,30,Paso doble,"""You Spin Me Round (Like a Record)""—Dead or Alive",Safe,Week 4,Sabrina,Mark,Mark Ballas,Sabrina Bryan,The Cheetah Girls singer & actress,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Len Goodman,10.0,564,5,4,No Theme,Sabrina & Mark,Paso Doble,"""You Spin Me Round (Like a Record)""",Dead or Alive,30,Paso doble,"""You Spin Me Round (Like a Record)""—Dead or Alive",Safe,Week 4,Sabrina,Mark,Mark Ballas,Sabrina Bryan,The Cheetah Girls singer & actress,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Bruno Tonioli,10.0,564,5,4,No Theme,Sabrina & Mark,Paso Doble,"""You Spin Me Round (Like a Record)""",Dead or Alive,30,Paso doble,"""You Spin Me Round (Like a Record)""—Dead or Alive",Safe,Week 4,Sabrina,Mark,Mark Ballas,Sabrina Bryan,The Cheetah Girls singer & actress,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Carrie Ann Inaba,8.0,565,5,4,No Theme,Jane & Tony,Viennese Waltz,"""Piano Man""",Billy Joel,26,Viennese waltz,"""Piano Man""—Billy Joel",Safe,Week 4,Jane,Tony,Tony Dovolani,Jane Seymour,Film & television actress,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Len Goodman,9.0,565,5,4,No Theme,Jane & Tony,Viennese Waltz,"""Piano Man""",Billy Joel,26,Viennese waltz,"""Piano Man""—Billy Joel",Safe,Week 4,Jane,Tony,Tony Dovolani,Jane Seymour,Film & television actress,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Bruno Tonioli,9.0,565,5,4,No Theme,Jane & Tony,Viennese Waltz,"""Piano Man""",Billy Joel,26,Viennese waltz,"""Piano Man""—Billy Joel",Safe,Week 4,Jane,Tony,Tony Dovolani,Jane Seymour,Film & television actress,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Carrie Ann Inaba,7.0,566,5,4,No Theme,Floyd & Karina,Paso Doble,"""Captain From Castille""",The United States Air Force Band and the Rockies,23,Paso doble,"""Captain From Castille""—The United States Air Force Band and the Rockies",Eliminated,Week 4,Floyd,Karina,Karina Smirnoff,Floyd Mayweather Jr.,Professional boxer,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Len Goodman,8.0,566,5,4,No Theme,Floyd & Karina,Paso Doble,"""Captain From Castille""",The United States Air Force Band and the Rockies,23,Paso doble,"""Captain From Castille""—The United States Air Force Band and the Rockies",Eliminated,Week 4,Floyd,Karina,Karina Smirnoff,Floyd Mayweather Jr.,Professional boxer,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Bruno Tonioli,8.0,566,5,4,No Theme,Floyd & Karina,Paso Doble,"""Captain From Castille""",The United States Air Force Band and the Rockies,23,Paso doble,"""Captain From Castille""—The United States Air Force Band and the Rockies",Eliminated,Week 4,Floyd,Karina,Karina Smirnoff,Floyd Mayweather Jr.,Professional boxer,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Carrie Ann Inaba,8.0,567,5,4,No Theme,Mel & Maks,Viennese Waltz,"""Breakaway""",Kelly Clarkson,26,Viennese waltz,"""Breakaway""—Kelly Clarkson",Bottom two,Week 4,Mel,Maks,Maksim Chmerkovskiy,Mel B,Spice Girls singer,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Len Goodman,9.0,567,5,4,No Theme,Mel & Maks,Viennese Waltz,"""Breakaway""",Kelly Clarkson,26,Viennese waltz,"""Breakaway""—Kelly Clarkson",Bottom two,Week 4,Mel,Maks,Maksim Chmerkovskiy,Mel B,Spice Girls singer,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Bruno Tonioli,9.0,567,5,4,No Theme,Mel & Maks,Viennese Waltz,"""Breakaway""",Kelly Clarkson,26,Viennese waltz,"""Breakaway""—Kelly Clarkson",Bottom two,Week 4,Mel,Maks,Maksim Chmerkovskiy,Mel B,Spice Girls singer,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Carrie Ann Inaba,9.0,568,5,4,No Theme,Cameron & Edyta,Paso Doble,"""Theme from Superman""",John Williams,27,Paso doble,"""Theme from Superman""—John Williams",Safe,Week 4,Cameron,Edyta,Edyta Śliwińska,Cameron Mathison,All My Children actor & TV host,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Len Goodman,9.0,568,5,4,No Theme,Cameron & Edyta,Paso Doble,"""Theme from Superman""",John Williams,27,Paso doble,"""Theme from Superman""—John Williams",Safe,Week 4,Cameron,Edyta,Edyta Śliwińska,Cameron Mathison,All My Children actor & TV host,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Bruno Tonioli,9.0,568,5,4,No Theme,Cameron & Edyta,Paso Doble,"""Theme from Superman""",John Williams,27,Paso doble,"""Theme from Superman""—John Williams",Safe,Week 4,Cameron,Edyta,Edyta Śliwińska,Cameron Mathison,All My Children actor & TV host,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Carrie Ann Inaba,8.0,569,7,4,No Theme,Warren & Kym,Samba,"""Bounce With Me""",Kreesha Turner,22,Samba,"""Bounce With Me""—Kreesha Turner",Safe,Week 4,Warren,Kym,Kym Johnson,Warren Sapp,NFL defensive tackle,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Len Goodman,7.0,569,7,4,No Theme,Warren & Kym,Samba,"""Bounce With Me""",Kreesha Turner,22,Samba,"""Bounce With Me""—Kreesha Turner",Safe,Week 4,Warren,Kym,Kym Johnson,Warren Sapp,NFL defensive tackle,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Bruno Tonioli,7.0,569,7,4,No Theme,Warren & Kym,Samba,"""Bounce With Me""",Kreesha Turner,22,Samba,"""Bounce With Me""—Kreesha Turner",Safe,Week 4,Warren,Kym,Kym Johnson,Warren Sapp,NFL defensive tackle,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Carrie Ann Inaba,7.0,570,7,5,No Theme,Lance & Lacey,West Coast Swing,"""Breakin' Dishes""",Rihanna,21,West Coast Swing,"""Breakin' Dishes""—Rihanna",Safe,Week 5,Lance,Lacey,Lacey Schwimmer,Lance Bass,NSYNC singer,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Len Goodman,7.0,570,7,5,No Theme,Lance & Lacey,West Coast Swing,"""Breakin' Dishes""",Rihanna,21,West Coast Swing,"""Breakin' Dishes""—Rihanna",Safe,Week 5,Lance,Lacey,Lacey Schwimmer,Lance Bass,NSYNC singer,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Bruno Tonioli,7.0,570,7,5,No Theme,Lance & Lacey,West Coast Swing,"""Breakin' Dishes""",Rihanna,21,West Coast Swing,"""Breakin' Dishes""—Rihanna",Safe,Week 5,Lance,Lacey,Lacey Schwimmer,Lance Bass,NSYNC singer,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Carrie Ann Inaba,8.0,571,6,4,No Theme,Mario & Karina,Paso Doble,"""Higher Ground""",Stevie Wonder,24,Paso doble,"""Higher Ground""—Stevie Wonder",Safe,Week 4,Mario,Karina,Karina Smirnoff,Mario,R&B singer,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Len Goodman,7.0,571,6,4,No Theme,Mario & Karina,Paso Doble,"""Higher Ground""",Stevie Wonder,24,Paso doble,"""Higher Ground""—Stevie Wonder",Safe,Week 4,Mario,Karina,Karina Smirnoff,Mario,R&B singer,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Bruno Tonioli,9.0,571,6,4,No Theme,Mario & Karina,Paso Doble,"""Higher Ground""",Stevie Wonder,24,Paso doble,"""Higher Ground""—Stevie Wonder",Safe,Week 4,Mario,Karina,Karina Smirnoff,Mario,R&B singer,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Carrie Ann Inaba,10.0,572,6,4,No Theme,Jason & Edyta,Viennese Waltz,"""It's a Man's, Man's, Man's World""",James Brown,29,Viennese waltz,"""It's a Man's, Man's, Man's World""—James Brown",Safe,Week 4,Jason,Edyta,Edyta Śliwińska,Jason Taylor,NFL defensive end,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Len Goodman,9.0,572,6,4,No Theme,Jason & Edyta,Viennese Waltz,"""It's a Man's, Man's, Man's World""",James Brown,29,Viennese waltz,"""It's a Man's, Man's, Man's World""—James Brown",Safe,Week 4,Jason,Edyta,Edyta Śliwińska,Jason Taylor,NFL defensive end,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Bruno Tonioli,10.0,572,6,4,No Theme,Jason & Edyta,Viennese Waltz,"""It's a Man's, Man's, Man's World""",James Brown,29,Viennese waltz,"""It's a Man's, Man's, Man's World""—James Brown",Safe,Week 4,Jason,Edyta,Edyta Śliwińska,Jason Taylor,NFL defensive end,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Carrie Ann Inaba,9.0,573,6,4,No Theme,Cristián & Cheryl,Paso Doble,"""La Virgen de la Macarena""",Canadian Brass,26,Paso doble,"""La Virgen de la Macarena""—Canadian Brass",Safe,Week 4,Cristián,Cheryl,Cheryl Burke,Cristián de la Fuente,Film & television actor,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Len Goodman,8.0,573,6,4,No Theme,Cristián & Cheryl,Paso Doble,"""La Virgen de la Macarena""",Canadian Brass,26,Paso doble,"""La Virgen de la Macarena""—Canadian Brass",Safe,Week 4,Cristián,Cheryl,Cheryl Burke,Cristián de la Fuente,Film & television actor,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Bruno Tonioli,9.0,573,6,4,No Theme,Cristián & Cheryl,Paso Doble,"""La Virgen de la Macarena""",Canadian Brass,26,Paso doble,"""La Virgen de la Macarena""—Canadian Brass",Safe,Week 4,Cristián,Cheryl,Cheryl Burke,Cristián de la Fuente,Film & television actor,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Carrie Ann Inaba,9.0,574,6,4,No Theme,Shannon & Derek,Viennese Waltz,"""Keep Holding On""",Avril Lavigne,28,Viennese waltz,"""Keep Holding On""—Avril Lavigne",Safe,Week 4,Shannon,Derek,Derek Hough,Shannon Elizabeth,American Pie actress,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Len Goodman,10.0,574,6,4,No Theme,Shannon & Derek,Viennese Waltz,"""Keep Holding On""",Avril Lavigne,28,Viennese waltz,"""Keep Holding On""—Avril Lavigne",Safe,Week 4,Shannon,Derek,Derek Hough,Shannon Elizabeth,American Pie actress,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Bruno Tonioli,9.0,574,6,4,No Theme,Shannon & Derek,Viennese Waltz,"""Keep Holding On""",Avril Lavigne,28,Viennese waltz,"""Keep Holding On""—Avril Lavigne",Safe,Week 4,Shannon,Derek,Derek Hough,Shannon Elizabeth,American Pie actress,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Carrie Ann Inaba,9.0,575,9,7,No Theme,Aaron & Karina,Jive,"""We're Not Gonna Take It""",Twisted Sister,29,Jive,"""We're Not Gonna Take It""—Twisted Sister",Bottom three,Week 7,Aaron,Karina,Karina Smirnoff,Aaron Carter,Singer & actor,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Len Goodman,10.0,575,9,7,No Theme,Aaron & Karina,Jive,"""We're Not Gonna Take It""",Twisted Sister,29,Jive,"""We're Not Gonna Take It""—Twisted Sister",Bottom three,Week 7,Aaron,Karina,Karina Smirnoff,Aaron Carter,Singer & actor,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Bruno Tonioli,10.0,575,9,7,No Theme,Aaron & Karina,Jive,"""We're Not Gonna Take It""",Twisted Sister,29,Jive,"""We're Not Gonna Take It""—Twisted Sister",Bottom three,Week 7,Aaron,Karina,Karina Smirnoff,Aaron Carter,Singer & actor,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Carrie Ann Inaba,8.0,576,9,7,No Theme,Kelly & Louis,Salsa,"""Good Lovin'""",The Young Rascals,24,Salsa,"""Good Lovin'""—The Young Rascals",Safe,Week 7,Kelly,Louis,Louis van Amstel,Kelly Osbourne,Reality television star & singer,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Len Goodman,8.0,576,9,7,No Theme,Kelly & Louis,Salsa,"""Good Lovin'""",The Young Rascals,24,Salsa,"""Good Lovin'""—The Young Rascals",Safe,Week 7,Kelly,Louis,Louis van Amstel,Kelly Osbourne,Reality television star & singer,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Bruno Tonioli,8.0,576,9,7,No Theme,Kelly & Louis,Salsa,"""Good Lovin'""",The Young Rascals,24,Salsa,"""Good Lovin'""—The Young Rascals",Safe,Week 7,Kelly,Louis,Louis van Amstel,Kelly Osbourne,Reality television star & singer,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Carrie Ann Inaba,9.0,577,9,7,No Theme,Joanna & Derek,Rumba,"""The Look of Love""",Diana Krall,27,Rumba,"""The Look of Love""—Diana Krall",Safe,Week 7,Joanna,Derek,Derek Hough,Joanna Krupa,Model & actress,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Len Goodman,9.0,577,9,7,No Theme,Joanna & Derek,Rumba,"""The Look of Love""",Diana Krall,27,Rumba,"""The Look of Love""—Diana Krall",Safe,Week 7,Joanna,Derek,Derek Hough,Joanna Krupa,Model & actress,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Bruno Tonioli,9.0,577,9,7,No Theme,Joanna & Derek,Rumba,"""The Look of Love""",Diana Krall,27,Rumba,"""The Look of Love""—Diana Krall",Safe,Week 7,Joanna,Derek,Derek Hough,Joanna Krupa,Model & actress,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Carrie Ann Inaba,6.0,578,15,2,Top 12,Bristol & Mark,Quickstep,"""Redneck Woman""",Gretchen Wilson,18,Quickstep,"""Redneck Woman""—Gretchen Wilson",Safe,Week 2: Top 12,Bristol,Mark,Mark Ballas,Bristol Palin,Activist & author,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Len Goodman,6.0,578,15,2,Top 12,Bristol & Mark,Quickstep,"""Redneck Woman""",Gretchen Wilson,18,Quickstep,"""Redneck Woman""—Gretchen Wilson",Safe,Week 2: Top 12,Bristol,Mark,Mark Ballas,Bristol Palin,Activist & author,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Bruno Tonioli,6.0,578,15,2,Top 12,Bristol & Mark,Quickstep,"""Redneck Woman""",Gretchen Wilson,18,Quickstep,"""Redneck Woman""—Gretchen Wilson",Safe,Week 2: Top 12,Bristol,Mark,Mark Ballas,Bristol Palin,Activist & author,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Carrie Ann Inaba,8.0,579,15,2,Top 12,Hélio & Chelsie,Jive,"""Everybody Talks""",Neon Trees,23,Jive,"""Everybody Talks""—Neon Trees",Bottom two,Week 2: Top 12,Hélio,Chelsie,Chelsie Hightower,Hélio Castroneves,Indy 500 champion,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Len Goodman,7.5,579,15,2,Top 12,Hélio & Chelsie,Jive,"""Everybody Talks""",Neon Trees,23,Jive,"""Everybody Talks""—Neon Trees",Bottom two,Week 2: Top 12,Hélio,Chelsie,Chelsie Hightower,Hélio Castroneves,Indy 500 champion,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Bruno Tonioli,7.5,579,15,2,Top 12,Hélio & Chelsie,Jive,"""Everybody Talks""",Neon Trees,23,Jive,"""Everybody Talks""—Neon Trees",Bottom two,Week 2: Top 12,Hélio,Chelsie,Chelsie Hightower,Hélio Castroneves,Indy 500 champion,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Carrie Ann Inaba,8.5,580,15,2,Top 12,Apolo & Karina,Quickstep,"""Five Months, Two Weeks, Two Days""",Louis Prima,5,Quickstep,"""Five Months, Two Weeks, Two Days""—Louis Prima",Safe,Week 2: Top 12,Apolo,Karina,Karina Smirnoff,Apolo Anton Ohno,Olympic short track---speed skater,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Len Goodman,8.0,580,15,2,Top 12,Apolo & Karina,Quickstep,"""Five Months, Two Weeks, Two Days""",Louis Prima,5,Quickstep,"""Five Months, Two Weeks, Two Days""—Louis Prima",Safe,Week 2: Top 12,Apolo,Karina,Karina Smirnoff,Apolo Anton Ohno,Olympic short track---speed skater,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Bruno Tonioli,8.0,580,15,2,Top 12,Apolo & Karina,Quickstep,"""Five Months, Two Weeks, Two Days""",Louis Prima,5,Quickstep,"""Five Months, Two Weeks, Two Days""—Louis Prima",Safe,Week 2: Top 12,Apolo,Karina,Karina Smirnoff,Apolo Anton Ohno,Olympic short track---speed skater,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Carrie Ann Inaba,9.0,581,15,2,Top 12,Sabrina & Louis,Quickstep,"""Black Betty""",Ram Jam,26,Quickstep,"""Black Betty""—Ram Jam",Safe,Week 2: Top 12,Sabrina,Louis,Louis van Amstel,Sabrina Bryan,Singer & actress,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Len Goodman,8.5,581,15,2,Top 12,Sabrina & Louis,Quickstep,"""Black Betty""",Ram Jam,26,Quickstep,"""Black Betty""—Ram Jam",Safe,Week 2: Top 12,Sabrina,Louis,Louis van Amstel,Sabrina Bryan,Singer & actress,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Bruno Tonioli,8.5,581,15,2,Top 12,Sabrina & Louis,Quickstep,"""Black Betty""",Ram Jam,26,Quickstep,"""Black Betty""—Ram Jam",Safe,Week 2: Top 12,Sabrina,Louis,Louis van Amstel,Sabrina Bryan,Singer & actress,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Carrie Ann Inaba,9.0,582,3,3,No Theme,Monique & Louis,Jive,"""The Heat Is On""",Glenn Frey,27,Jive,"""The Heat Is On""—Glenn Frey",Safe,Week 3,Monique,Louis,Louis van Amstel,Monique Coleman,High School Musical actress,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Len Goodman,9.0,582,3,3,No Theme,Monique & Louis,Jive,"""The Heat Is On""",Glenn Frey,27,Jive,"""The Heat Is On""—Glenn Frey",Safe,Week 3,Monique,Louis,Louis van Amstel,Monique Coleman,High School Musical actress,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Bruno Tonioli,9.0,582,3,3,No Theme,Monique & Louis,Jive,"""The Heat Is On""",Glenn Frey,27,Jive,"""The Heat Is On""—Glenn Frey",Safe,Week 3,Monique,Louis,Louis van Amstel,Monique Coleman,High School Musical actress,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Carrie Ann Inaba,7.0,583,3,3,No Theme,Harry & Ashly,Tango,"""Santa Maria (del Buen Ayre)""",Gotan Project,22,Tango,"""Santa Maria (del Buen Ayre)""—Gotan Project",Eliminated,Week 3,Harry,Ashly,Ashly DelGrosso,Harry Hamlin,Film & television actor,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Len Goodman,8.0,583,3,3,No Theme,Harry & Ashly,Tango,"""Santa Maria (del Buen Ayre)""",Gotan Project,22,Tango,"""Santa Maria (del Buen Ayre)""—Gotan Project",Eliminated,Week 3,Harry,Ashly,Ashly DelGrosso,Harry Hamlin,Film & television actor,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Bruno Tonioli,7.0,583,3,3,No Theme,Harry & Ashly,Tango,"""Santa Maria (del Buen Ayre)""",Gotan Project,22,Tango,"""Santa Maria (del Buen Ayre)""—Gotan Project",Eliminated,Week 3,Harry,Ashly,Ashly DelGrosso,Harry Hamlin,Film & television actor,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Carrie Ann Inaba,7.0,584,3,3,No Theme,Willa & Maks,Jive,"""SOS""",Rihanna,22,Jive,"""SOS""—Rihanna",Safe,Week 3,Willa,Maks,Maksim Chmerkovskiy,Willa Ford,Pop singer & actress,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Len Goodman,7.0,584,3,3,No Theme,Willa & Maks,Jive,"""SOS""",Rihanna,22,Jive,"""SOS""—Rihanna",Safe,Week 3,Willa,Maks,Maksim Chmerkovskiy,Willa Ford,Pop singer & actress,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Bruno Tonioli,8.0,584,3,3,No Theme,Willa & Maks,Jive,"""SOS""",Rihanna,22,Jive,"""SOS""—Rihanna",Safe,Week 3,Willa,Maks,Maksim Chmerkovskiy,Willa Ford,Pop singer & actress,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Carrie Ann Inaba,7.0,585,3,3,No Theme,Jerry & Kym,Tango,"""Hernando's Hideaway""",Ella Fitzgerald,21,Tango,"""Hernando's Hideaway""—Ella Fitzgerald",Bottom two,Week 3,Jerry,Kym,Kym Johnson,Jerry Springer,Talk show host,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Len Goodman,7.0,585,3,3,No Theme,Jerry & Kym,Tango,"""Hernando's Hideaway""",Ella Fitzgerald,21,Tango,"""Hernando's Hideaway""—Ella Fitzgerald",Bottom two,Week 3,Jerry,Kym,Kym Johnson,Jerry Springer,Talk show host,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Bruno Tonioli,7.0,585,3,3,No Theme,Jerry & Kym,Tango,"""Hernando's Hideaway""",Ella Fitzgerald,21,Tango,"""Hernando's Hideaway""—Ella Fitzgerald",Bottom two,Week 3,Jerry,Kym,Kym Johnson,Jerry Springer,Talk show host,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Carrie Ann Inaba,7.0,586,8,6,No Theme,Steve-O & Lacey,Rumba,"""Fall for You""",Secondhand Serenade,16,Rumba,"""Fall for You""—Secondhand Serenade",Eliminated,Week 6,Steve-O,Lacey,Lacey Schwimmer,Steve-O,Jackass star,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Len Goodman,4.0,586,8,6,No Theme,Steve-O & Lacey,Rumba,"""Fall for You""",Secondhand Serenade,16,Rumba,"""Fall for You""—Secondhand Serenade",Eliminated,Week 6,Steve-O,Lacey,Lacey Schwimmer,Steve-O,Jackass star,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Bruno Tonioli,5.0,586,8,6,No Theme,Steve-O & Lacey,Rumba,"""Fall for You""",Secondhand Serenade,16,Rumba,"""Fall for You""—Secondhand Serenade",Eliminated,Week 6,Steve-O,Lacey,Lacey Schwimmer,Steve-O,Jackass star,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Carrie Ann Inaba,9.0,587,8,6,No Theme,Gilles & Cheryl,Jive,"""Dance, Dance""",Fall Out Boy,26,Jive,"""Dance, Dance""—Fall Out Boy",Safe,Week 6,Gilles,Cheryl,Cheryl Burke,Gilles Marini,Actor,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Len Goodman,8.0,587,8,6,No Theme,Gilles & Cheryl,Jive,"""Dance, Dance""",Fall Out Boy,26,Jive,"""Dance, Dance""—Fall Out Boy",Safe,Week 6,Gilles,Cheryl,Cheryl Burke,Gilles Marini,Actor,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Bruno Tonioli,9.0,587,8,6,No Theme,Gilles & Cheryl,Jive,"""Dance, Dance""",Fall Out Boy,26,Jive,"""Dance, Dance""—Fall Out Boy",Safe,Week 6,Gilles,Cheryl,Cheryl Burke,Gilles Marini,Actor,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Carrie Ann Inaba,8.0,588,8,6,No Theme,Chuck & Julianne,Rumba,"""She Will Be Loved""",Maroon 5,23,Rumba,"""She Will Be Loved""—Maroon 5",Safe,Week 6,Chuck,Julianne,Julianne Hough,Chuck Wicks,Country singer,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Len Goodman,7.0,588,8,6,No Theme,Chuck & Julianne,Rumba,"""She Will Be Loved""",Maroon 5,23,Rumba,"""She Will Be Loved""—Maroon 5",Safe,Week 6,Chuck,Julianne,Julianne Hough,Chuck Wicks,Country singer,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Bruno Tonioli,8.0,588,8,6,No Theme,Chuck & Julianne,Rumba,"""She Will Be Loved""",Maroon 5,23,Rumba,"""She Will Be Loved""—Maroon 5",Safe,Week 6,Chuck,Julianne,Julianne Hough,Chuck Wicks,Country singer,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Carrie Ann Inaba,10.0,589,8,7,No Theme,Melissa & Tony,Argentine Tango,"""Mi Confesión""",Gotan Project,29,Argentine tango,"""Mi Confesión""—Gotan Project",Safe,Week 7,Melissa,Tony,Tony Dovolani,Melissa Rycroft,The Bachelor star,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Len Goodman,9.0,589,8,7,No Theme,Melissa & Tony,Argentine Tango,"""Mi Confesión""",Gotan Project,29,Argentine tango,"""Mi Confesión""—Gotan Project",Safe,Week 7,Melissa,Tony,Tony Dovolani,Melissa Rycroft,The Bachelor star,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Bruno Tonioli,10.0,589,8,7,No Theme,Melissa & Tony,Argentine Tango,"""Mi Confesión""",Gotan Project,29,Argentine tango,"""Mi Confesión""—Gotan Project",Safe,Week 7,Melissa,Tony,Tony Dovolani,Melissa Rycroft,The Bachelor star,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Carrie Ann Inaba,8.0,590,21,1,Premiere Night,Tamar & Val,Quickstep,"""Do Your Thing""",Basement Jaxx,23,Quickstep,"""Do Your Thing""—Basement Jaxx",,Week 1: Premiere Night,Tamar,Val,Valentin Chmerkovskiy,Tamar Braxton,R&B singer & reality television star,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Julianne Hough,7.0,590,21,1,Premiere Night,Tamar & Val,Quickstep,"""Do Your Thing""",Basement Jaxx,23,Quickstep,"""Do Your Thing""—Basement Jaxx",,Week 1: Premiere Night,Tamar,Val,Valentin Chmerkovskiy,Tamar Braxton,R&B singer & reality television star,,,,,,,,,,,,,,,,,,,,,,,,,
