judge_score_id,judge,judge_score,performance_id,season,week,week_theme,couple,primary_dance_style,primary_song,primary_song_artist,total_score,dance_style,music,result,week_title,celeb_name_part,pro_name_part,professional,celebrity,notability,film,era,original_couple,dance_chosen_by,tv_show,disney_film,film_theme,trio_partner,james_bond_film,dynamic_duo,professionals,icon,film_series,icons,mentor,horror_film_show,trio_dance_partner,villain,cirque_du_soleil_show,genre,broadway_show,television_show,musical,guest_judge,michael_jackson_theme
5055,Carrie Ann Inaba,7.0,1628,31,4,Disney+ Night,Joseph & Daniella,Charleston,"""A Star Is Born""","Lillias White, LaChanze, Roz Ryan, Cheryl Freeman & Vanéese Y. Thomas",28,Charleston,"""A Star Is Born""—Lillias White, LaChanze, Roz Ryan, Cheryl Freeman & Vanéese Y. Thomas",Safe,Week 4: Disney+ Night,Joseph,Daniella,Daniella Karagach,Joseph Baena,Professional bodybuilder & actor,,,,,,,,,,,,,Hercules,,,,,,,,,,,,
5056,Len Goodman,7.0,1628,31,4,Disney+ Night,Joseph & Daniella,Charleston,"""A Star Is Born""","Lillias White, LaChanze, Roz Ryan, Cheryl Freeman & Vanéese Y. Thomas",28,Charleston,"""A Star Is Born""—Lillias White, LaChanze, Roz Ryan, Cheryl Freeman & Vanéese Y. Thomas",Safe,Week 4: Disney+ Night,Joseph,Daniella,Daniella Karagach,Joseph Baena,Professional bodybuilder & actor,,,,,,,,,,,,,Hercules,,,,,,,,,,,,
5057,Derek Hough,7.0,1628,31,4,Disney+ Night,Joseph & Daniella,Charleston,"""A Star Is Born""","Lillias White, LaChanze, Roz Ryan, Cheryl Freeman & Vanéese Y. Thomas",28,Charleston,"""A Star Is Born""—Lillias White, LaChanze, Roz Ryan, Cheryl Freeman & Vanéese Y. Thomas",Safe,Week 4: Disney+ Night,Joseph,Daniella,Daniella Karagach,Joseph Baena,Professional bodybuilder & actor,,,,,,,,,,,,,Hercules,,,,,,,,,,,,
5058,Bruno Tonioli,7.0,1628,31,4,Disney+ Night,Joseph & Daniella,Charleston,"""A Star Is Born""","Lillias White, LaChanze, Roz Ryan, Cheryl Freeman & Vanéese Y. Thomas",28,Charleston,"""A Star Is Born""—Lillias White, LaChanze, Roz Ryan, Cheryl Freeman & Vanéese Y. Thomas",Safe,Week 4: Disney+ Night,Joseph,Daniella,Daniella Karagach,Joseph Baena,Professional bodybuilder & actor,,,,,,,,,,,,,Hercules,,,,,,,,,,,,
5059,Carrie Ann Inaba,9.0,1630,19,9,America's Choice Night,Alfonso & Witney,Foxtrot,"""Ain't That a Kick in the Head?""",Robbie Williams,37,Foxtrot,"""Ain't That a Kick in the Head?""—Robbie Williams",Safe,Week 9: America's Choice Night,Alfonso,Witney,Witney Carson,Alfonso Ribeiro,Television actor,,,,,,,,Lindsay Arnold,,,,,,,,,,,,,,,,,
5060,Len Goodman,9.0,1630,19,9,America's Choice Night,Alfonso & Witney,Foxtrot,"""Ain't That a Kick in the Head?""",Robbie Williams,37,Foxtrot,"""Ain't That a Kick in the Head?""—Robbie Williams",Safe,Week 9: America's Choice Night,Alfonso,Witney,Witney Carson,Alfonso Ribeiro,Television actor,,,,,,,,Lindsay Arnold,,,,,,,,,,,,,,,,,
5061,Julianne Hough,9.0,1630,19,9,America's Choice Night,Alfonso & Witney,Foxtrot,"""Ain't That a Kick in the Head?""",Robbie Williams,37,Foxtrot,"""Ain't That a Kick in the Head?""—Robbie Williams",Safe,Week 9: America's Choice Night,Alfonso,Witney,Witney Carson,Alfonso Ribeiro,Television actor,,,,,,,,Lindsay Arnold,,,,,,,,,,,,,,,,,
5062,Bruno Tonioli,10.0,1630,19,9,America's Choice Night,Alfonso & Witney,Foxtrot,"""Ain't That a Kick in the Head?""",Robbie Williams,37,Foxtrot,"""Ain't That a Kick in the Head?""—Robbie Williams",Safe,Week 9: America's Choice Night,Alfonso,Witney,Witney Carson,Alfonso Ribeiro,Television actor,,,,,,,,Lindsay Arnold,,,,,,,,,,,,,,,,,
5063,Carrie Ann Inaba,9.5,1631,15,10,Finals,Melissa & Tony,Samba,"""Life Is a Highway""",Rascal Flatts,5,Samba,"""Life Is a Highway""—Rascal Flatts",Winners,Week 10: Finals,Melissa,Tony,Tony Dovolani,Melissa Rycroft,Television presenter,,,,,,,,,,,,,,,,,,,,,,,,,
5064,Len Goodman,9.5,1631,15,10,Finals,Melissa & Tony,Samba,"""Life Is a Highway""",Rascal Flatts,5,Samba,"""Life Is a Highway""—Rascal Flatts",Winners,Week 10: Finals,Melissa,Tony,Tony Dovolani,Melissa Rycroft,Television presenter,,,,,,,,,,,,,,,,,,,,,,,,,
5065,Bruno Tonioli,9.5,1631,15,10,Finals,Melissa & Tony,Samba,"""Life Is a Highway""",Rascal Flatts,5,Samba,"""Life Is a Highway""—Rascal Flatts",Winners,Week 10: Finals,Melissa,Tony,Tony Dovolani,Melissa Rycroft,Television presenter,,,,,,,,,,,,,,,,,,,,,,,,,
5066,Carrie Ann Inaba,10.0,1632,15,10,Finals,Shawn & Derek,Cha-Cha-Cha,"""Respect""",Aretha Franklin,30,Cha-cha-cha,"""Respect""—Aretha Franklin",Runners-up,Week 10: Finals,Shawn,Derek,Derek Hough,Shawn Johnson,Olympic gymnast,,,,,,,,,,,,,,,,,,,,,,,,,
5067,Len Goodman,10.0,1632,15,10,Finals,Shawn & Derek,Cha-Cha-Cha,"""Respect""",Aretha Franklin,30,Cha-cha-cha,"""Respect""—Aretha Franklin",Runners-up,Week 10: Finals,Shawn,Derek,Derek Hough,Shawn Johnson,Olympic gymnast,,,,,,,,,,,,,,,,,,,,,,,,,
5068,Bruno Tonioli,10.0,1632,15,10,Finals,Shawn & Derek,Cha-Cha-Cha,"""Respect""",Aretha Franklin,30,Cha-cha-cha,"""Respect""—Aretha Franklin",Runners-up,Week 10: Finals,Shawn,Derek,Derek Hough,Shawn Johnson,Olympic gymnast,,,,,,,,,,,,,,,,,,,,,,,,,
5069,Carrie Ann Inaba,7.0,1633,27,1,First Dances,Bobby & Sharna,Jive,"""T-R-O-U-B-L-E""",Travis Tritt,20,Jive,"""T-R-O-U-B-L-E""—Travis Tritt",Safe,Week 1: First Dances,Bobby,Sharna,Sharna Burgess,Bobby Bones,Radio personality,,,,,,,,,,,,,,,,,,,,,,,,,
5070,Len Goodman,6.0,1633,27,1,First Dances,Bobby & Sharna,Jive,"""T-R-O-U-B-L-E""",Travis Tritt,20,Jive,"""T-R-O-U-B-L-E""—Travis Tritt",Safe,Week 1: First Dances,Bobby,Sharna,Sharna Burgess,Bobby Bones,Radio personality,,,,,,,,,,,,,,,,,,,,,,,,,
5071,Bruno Tonioli,7.0,1633,27,1,First Dances,Bobby & Sharna,Jive,"""T-R-O-U-B-L-E""",Travis Tritt,20,Jive,"""T-R-O-U-B-L-E""—Travis Tritt",Safe,Week 1: First Dances,Bobby,Sharna,Sharna Burgess,Bobby Bones,Radio personality,,,,,,,,,,,,,,,,,,,,,,,,,
5072,Carrie Ann Inaba,7.0,1634,27,1,First Dances,Juan Pablo & Cheryl,Salsa,"""Dinero""",Jennifer Lopez feat. DJ Khaled & Cardi B,22,Salsa,"""Dinero""—Jennifer Lopez feat. DJ Khaled & Cardi B",Safe,Week 1: First Dances,Juan Pablo,Cheryl,Cheryl Burke,Juan Pablo Di Pace,Fuller House actor,,,,,,,,,,,,,,,,,,,,,,,,,
5073,Len Goodman,7.0,1634,27,1,First Dances,Juan Pablo & Cheryl,Salsa,"""Dinero""",Jennifer Lopez feat. DJ Khaled & Cardi B,22,Salsa,"""Dinero""—Jennifer Lopez feat. DJ Khaled & Cardi B",Safe,Week 1: First Dances,Juan Pablo,Cheryl,Cheryl Burke,Juan Pablo Di Pace,Fuller House actor,,,,,,,,,,,,,,,,,,,,,,,,,
5074,Bruno Tonioli,8.0,1634,27,1,First Dances,Juan Pablo & Cheryl,Salsa,"""Dinero""",Jennifer Lopez feat. DJ Khaled & Cardi B,22,Salsa,"""Dinero""—Jennifer Lopez feat. DJ Khaled & Cardi B",Safe,Week 1: First Dances,Juan Pablo,Cheryl,Cheryl Burke,Juan Pablo Di Pace,Fuller House actor,,,,,,,,,,,,,,,,,,,,,,,,,
5075,Carrie Ann Inaba,6.0,1635,27,1,First Dances,Nikki & Gleb,Salsa,"""YES""",Louisa feat. 2 Chainz,17,Salsa,"""YES""—Louisa feat. 2 Chainz",Bottom five,Week 1: First Dances,Nikki,Gleb,Gleb Savchenko,Nikki Glaser,Comedian & podcast host,,,,,,,,,,,,,,,,,,,,,,,,,
5076,Len Goodman,5.0,1635,27,1,First Dances,Nikki & Gleb,Salsa,"""YES""",Louisa feat. 2 Chainz,17,Salsa,"""YES""—Louisa feat. 2 Chainz",Bottom five,Week 1: First Dances,Nikki,Gleb,Gleb Savchenko,Nikki Glaser,Comedian & podcast host,,,,,,,,,,,,,,,,,,,,,,,,,
5077,Bruno Tonioli,6.0,1635,27,1,First Dances,Nikki & Gleb,Salsa,"""YES""",Louisa feat. 2 Chainz,17,Salsa,"""YES""—Louisa feat. 2 Chainz",Bottom five,Week 1: First Dances,Nikki,Gleb,Gleb Savchenko,Nikki Glaser,Comedian & podcast host,,,,,,,,,,,,,,,,,,,,,,,,,
5078,Carrie Ann Inaba,10.0,1636,18,8,Celebrity Dance Duels Night,Amy & Derek,Argentine Tango,"""Heart Upon My Sleeve""",Avicii,40,Argentine tango,"""Heart Upon My Sleeve""—Avicii",Safe,Week 8: Celebrity Dance Duels Night,Amy,Derek,Derek Hough,Amy Purdy,Paralympic snowboarder[5],,,,,,,,,,,,,,,,,,,,,,,,,
5079,Len Goodman,10.0,1636,18,8,Celebrity Dance Duels Night,Amy & Derek,Argentine Tango,"""Heart Upon My Sleeve""",Avicii,40,Argentine tango,"""Heart Upon My Sleeve""—Avicii",Safe,Week 8: Celebrity Dance Duels Night,Amy,Derek,Derek Hough,Amy Purdy,Paralympic snowboarder[5],,,,,,,,,,,,,,,,,,,,,,,,,
5080,Abby Lee Miller,10.0,1636,18,8,Celebrity Dance Duels Night,Amy & Derek,Argentine Tango,"""Heart Upon My Sleeve""",Avicii,40,Argentine tango,"""Heart Upon My Sleeve""—Avicii",Safe,Week 8: Celebrity Dance Duels Night,Amy,Derek,Derek Hough,Amy Purdy,Paralympic snowboarder[5],,,,,,,,,,,,,,,,,,,,,,,,,
5081,Bruno Tonioli,10.0,1636,18,8,Celebrity Dance Duels Night,Amy & Derek,Argentine Tango,"""Heart Upon My Sleeve""",Avicii,40,Argentine tango,"""Heart Upon My Sleeve""—Avicii",Safe,Week 8: Celebrity Dance Duels Night,Amy,Derek,Derek Hough,Amy Purdy,Paralympic snowboarder[5],,,,,,,,,,,,,,,,,,,,,,,,,
5082,Carrie Ann Inaba,8.0,1637,18,9,American Icons Night,Candace & Mark,Viennese Waltz,"""If I Knew""",Bruno Mars,34,Viennese waltz,"""If I Knew""—Bruno Mars",Safe,Week 9: American Icons Night,Candace,Mark,Mark Ballas,Candace Cameron Bure,Full House actress & author,,,,,,,,,,,,,,Angela Thomas,,,,,,,,,,,
5083,Len Goodman,9.0,1637,18,9,American Icons Night,Candace & Mark,Viennese Waltz,"""If I Knew""",Bruno Mars,34,Viennese waltz,"""If I Knew""—Bruno Mars",Safe,Week 9: American Icons Night,Candace,Mark,Mark Ballas,Candace Cameron Bure,Full House actress & author,,,,,,,,,,,,,,Angela Thomas,,,,,,,,,,,
5084,Kenny Ortega,9.0,1637,18,9,American Icons Night,Candace & Mark,Viennese Waltz,"""If I Knew""",Bruno Mars,34,Viennese waltz,"""If I Knew""—Bruno Mars",Safe,Week 9: American Icons Night,Candace,Mark,Mark Ballas,Candace Cameron Bure,Full House actress & author,,,,,,,,,,,,,,Angela Thomas,,,,,,,,,,,
5085,Bruno Tonioli,8.0,1637,18,9,American Icons Night,Candace & Mark,Viennese Waltz,"""If I Knew""",Bruno Mars,34,Viennese waltz,"""If I Knew""—Bruno Mars",Safe,Week 9: American Icons Night,Candace,Mark,Mark Ballas,Candace Cameron Bure,Full House actress & author,,,,,,,,,,,,,,Angela Thomas,,,,,,,,,,,
5086,Carrie Ann Inaba,6.0,1638,16,5,Len's Side-by-Side Challenge,D.L. & Cheryl,Tango,"""Love Letter""",Clairy Browne & the Bangin' Rackettes,18,Tango,"""Love Letter""—Clairy Browne & the Bangin' Rackettes",Eliminated,Week 5: Len's Side-by-Side Challenge,D.L.,Cheryl,Cheryl Burke,D.L. Hughley,Comedian & television actor,,,,,,,,,,,Sasha Farber &---Chelsie Hightower,,,,,,,,,,,,,,
5087,Len Goodman,6.0,1638,16,5,Len's Side-by-Side Challenge,D.L. & Cheryl,Tango,"""Love Letter""",Clairy Browne & the Bangin' Rackettes,18,Tango,"""Love Letter""—Clairy Browne & the Bangin' Rackettes",Eliminated,Week 5: Len's Side-by-Side Challenge,D.L.,Cheryl,Cheryl Burke,D.L. Hughley,Comedian & television actor,,,,,,,,,,,Sasha Farber &---Chelsie Hightower,,,,,,,,,,,,,,
5088,Bruno Tonioli,6.0,1638,16,5,Len's Side-by-Side Challenge,D.L. & Cheryl,Tango,"""Love Letter""",Clairy Browne & the Bangin' Rackettes,18,Tango,"""Love Letter""—Clairy Browne & the Bangin' Rackettes",Eliminated,Week 5: Len's Side-by-Side Challenge,D.L.,Cheryl,Cheryl Burke,D.L. Hughley,Comedian & television actor,,,,,,,,,,,Sasha Farber &---Chelsie Hightower,,,,,,,,,,,,,,
5089,Carrie Ann Inaba,10.0,1639,16,5,Len's Side-by-Side Challenge,Zendaya & Val,Argentine Tango,"""Discombobulate""",Hans Zimmer,29,Argentine tango,"""Discombobulate""—Hans Zimmer",Safe,Week 5: Len's Side-by-Side Challenge,Zendaya,Val,Valentin Chmerkovskiy,Zendaya,Disney Channel star,,,,,,,,,,,Maksim Chmerkovskiy---& Anna Trebunskaya,,,,,,,,,,,,,,
5090,Len Goodman,9.0,1639,16,5,Len's Side-by-Side Challenge,Zendaya & Val,Argentine Tango,"""Discombobulate""",Hans Zimmer,29,Argentine tango,"""Discombobulate""—Hans Zimmer",Safe,Week 5: Len's Side-by-Side Challenge,Zendaya,Val,Valentin Chmerkovskiy,Zendaya,Disney Channel star,,,,,,,,,,,Maksim Chmerkovskiy---& Anna Trebunskaya,,,,,,,,,,,,,,
5091,Bruno Tonioli,10.0,1639,16,5,Len's Side-by-Side Challenge,Zendaya & Val,Argentine Tango,"""Discombobulate""",Hans Zimmer,29,Argentine tango,"""Discombobulate""—Hans Zimmer",Safe,Week 5: Len's Side-by-Side Challenge,Zendaya,Val,Valentin Chmerkovskiy,Zendaya,Disney Channel star,,,,,,,,,,,Maksim Chmerkovskiy---& Anna Trebunskaya,,,,,,,,,,,,,,
5092,Carrie Ann Inaba,6.0,1640,16,5,Len's Side-by-Side Challenge,Andy & Sharna,Paso Doble,"""The Plaza of Execution""",James Horner,18,Paso doble,"""The Plaza of Execution""—James Horner",Safe,Week 5: Len's Side-by-Side Challenge,Andy,Sharna,Sharna Burgess,Andy Dick,Actor & comedian,,,,,,,,,,,Sasha Farber---& Emma Slater,,,,,,,,,,,,,,
5093,Len Goodman,6.0,1640,16,5,Len's Side-by-Side Challenge,Andy & Sharna,Paso Doble,"""The Plaza of Execution""",James Horner,18,Paso doble,"""The Plaza of Execution""—James Horner",Safe,Week 5: Len's Side-by-Side Challenge,Andy,Sharna,Sharna Burgess,Andy Dick,Actor & comedian,,,,,,,,,,,Sasha Farber---& Emma Slater,,,,,,,,,,,,,,
5094,Bruno Tonioli,6.0,1640,16,5,Len's Side-by-Side Challenge,Andy & Sharna,Paso Doble,"""The Plaza of Execution""",James Horner,18,Paso doble,"""The Plaza of Execution""—James Horner",Safe,Week 5: Len's Side-by-Side Challenge,Andy,Sharna,Sharna Burgess,Andy Dick,Actor & comedian,,,,,,,,,,,Sasha Farber---& Emma Slater,,,,,,,,,,,,,,
5095,Carrie Ann Inaba,10.0,1641,16,6,Stevie Wonder Night,Zendaya & Val,Cha-Cha-Cha,"""Do I Do""",Stevie Wonder,29,Cha-cha-cha,"""Do I Do""—Stevie Wonder",Safe,Week 6: Stevie Wonder Night,Zendaya,Val,Valentin Chmerkovskiy,Zendaya,Disney Channel star,,,,,,,,,,,,,,,,,,,,,,,,,
5096,Len Goodman,9.0,1641,16,6,Stevie Wonder Night,Zendaya & Val,Cha-Cha-Cha,"""Do I Do""",Stevie Wonder,29,Cha-cha-cha,"""Do I Do""—Stevie Wonder",Safe,Week 6: Stevie Wonder Night,Zendaya,Val,Valentin Chmerkovskiy,Zendaya,Disney Channel star,,,,,,,,,,,,,,,,,,,,,,,,,
5097,Bruno Tonioli,10.0,1641,16,6,Stevie Wonder Night,Zendaya & Val,Cha-Cha-Cha,"""Do I Do""",Stevie Wonder,29,Cha-cha-cha,"""Do I Do""—Stevie Wonder",Safe,Week 6: Stevie Wonder Night,Zendaya,Val,Valentin Chmerkovskiy,Zendaya,Disney Channel star,,,,,,,,,,,,,,,,,,,,,,,,,
5098,Carrie Ann Inaba,8.0,1642,30,3,Britney Night,Olivia & Val,Tango,"""Hold It Against Me""",Brittany Spears,24,Tango,"""Hold It Against Me""—Brittany Spears",Safe,Week 3: Britney Night,Olivia,Val,Valentin Chmerkovskiy,Olivia Jade,Social media personality,,,,,,,,,,,,,,,,,,,,,,,,,
5099,Len Goodman,8.0,1642,30,3,Britney Night,Olivia & Val,Tango,"""Hold It Against Me""",Brittany Spears,24,Tango,"""Hold It Against Me""—Brittany Spears",Safe,Week 3: Britney Night,Olivia,Val,Valentin Chmerkovskiy,Olivia Jade,Social media personality,,,,,,,,,,,,,,,,,,,,,,,,,
5100,Bruno Tonioli,8.0,1642,30,3,Britney Night,Olivia & Val,Tango,"""Hold It Against Me""",Brittany Spears,24,Tango,"""Hold It Against Me""—Brittany Spears",Safe,Week 3: Britney Night,Olivia,Val,Valentin Chmerkovskiy,Olivia Jade,Social media personality,,,,,,,,,,,,,,,,,,,,,,,,,
5101,Carrie Ann Inaba,6.0,1643,30,3,Britney Night,Cody & Cheryl,Jazz,"""Gimme More""",Brittany Spears,18,Jazz,"""Gimme More""—Brittany Spears",Safe,Week 3: Britney Night,Cody,Cheryl,Cheryl Burke,Cody Rigsby,Peloton instructor & fitness personality,,,,,,,,,,,,,,,,,,,,,,,,,
5102,Len Goodman,6.0,1643,30,3,Britney Night,Cody & Cheryl,Jazz,"""Gimme More""",Brittany Spears,18,Jazz,"""Gimme More""—Brittany Spears",Safe,Week 3: Britney Night,Cody,Cheryl,Cheryl Burke,Cody Rigsby,Peloton instructor & fitness personality,,,,,,,,,,,,,,,,,,,,,,,,,
5103,Bruno Tonioli,6.0,1643,30,3,Britney Night,Cody & Cheryl,Jazz,"""Gimme More""",Brittany Spears,18,Jazz,"""Gimme More""—Brittany Spears",Safe,Week 3: Britney Night,Cody,Cheryl,Cheryl Burke,Cody Rigsby,Peloton instructor & fitness personality,,,,,,,,,,,,,,,,,,,,,,,,,
5104,Carrie Ann Inaba,7.0,1644,30,3,Britney Night,Suni & Sasha,Foxtrot,"""I'm a Slave 4 U""",Brittany Spears,21,Foxtrot,"""I'm a Slave 4 U""—Brittany Spears",Safe,Week 3: Britney Night,Suni,Sasha,Sasha Farber,Suni Lee,Olympic artistic gymnast,,,,,,,,,,,,,,,,,,,,,,,,,
5105,Len Goodman,7.0,1644,30,3,Britney Night,Suni & Sasha,Foxtrot,"""I'm a Slave 4 U""",Brittany Spears,21,Foxtrot,"""I'm a Slave 4 U""—Brittany Spears",Safe,Week 3: Britney Night,Suni,Sasha,Sasha Farber,Suni Lee,Olympic artistic gymnast,,,,,,,,,,,,,,,,,,,,,,,,,
5106,Bruno Tonioli,7.0,1644,30,3,Britney Night,Suni & Sasha,Foxtrot,"""I'm a Slave 4 U""",Brittany Spears,21,Foxtrot,"""I'm a Slave 4 U""—Brittany Spears",Safe,Week 3: Britney Night,Suni,Sasha,Sasha Farber,Suni Lee,Olympic artistic gymnast,,,,,,,,,,,,,,,,,,,,,,,,,
5107,Carrie Ann Inaba,9.0,1647,17,7,Team Dance Night,Elizabeth & Val,Quickstep,"""Dance Apocalyptic""",Janelle Monáe,27,Quickstep,"""Dance Apocalyptic""—Janelle Monáe",Safe,Week 7: Team Dance Night,Elizabeth,Val,Valentin Chmerkovskiy,Elizabeth Berkley Lauren,Film & television actress,,,,,,,,,,,,,,,,,,,,,,,,,
5108,Len Goodman,9.0,1647,17,7,Team Dance Night,Elizabeth & Val,Quickstep,"""Dance Apocalyptic""",Janelle Monáe,27,Quickstep,"""Dance Apocalyptic""—Janelle Monáe",Safe,Week 7: Team Dance Night,Elizabeth,Val,Valentin Chmerkovskiy,Elizabeth Berkley Lauren,Film & television actress,,,,,,,,,,,,,,,,,,,,,,,,,
5109,Bruno Tonioli,9.0,1647,17,7,Team Dance Night,Elizabeth & Val,Quickstep,"""Dance Apocalyptic""",Janelle Monáe,27,Quickstep,"""Dance Apocalyptic""—Janelle Monáe",Safe,Week 7: Team Dance Night,Elizabeth,Val,Valentin Chmerkovskiy,Elizabeth Berkley Lauren,Film & television actress,,,,,,,,,,,,,,,,,,,,,,,,,
5110,Carrie Ann Inaba,7.0,1648,28,3,Movie Night,Hannah & Alan,Rumba,"""Hold On""",Wilson Phillips,21,Rumba,"""Hold On""—Wilson Phillips",Safe,Week 3: Movie Night,Hannah,Alan,Alan Bersten,Hannah Brown,The Bachelorette star,Bridesmaids,,,,,,,,,,,,,,,,,,,,,,,,
5111,Len Goodman,7.0,1648,28,3,Movie Night,Hannah & Alan,Rumba,"""Hold On""",Wilson Phillips,21,Rumba,"""Hold On""—Wilson Phillips",Safe,Week 3: Movie Night,Hannah,Alan,Alan Bersten,Hannah Brown,The Bachelorette star,Bridesmaids,,,,,,,,,,,,,,,,,,,,,,,,
5112,Bruno Tonioli,7.0,1648,28,3,Movie Night,Hannah & Alan,Rumba,"""Hold On""",Wilson Phillips,21,Rumba,"""Hold On""—Wilson Phillips",Safe,Week 3: Movie Night,Hannah,Alan,Alan Bersten,Hannah Brown,The Bachelorette star,Bridesmaids,,,,,,,,,,,,,,,,,,,,,,,,
5113,Carrie Ann Inaba,5.0,1649,28,3,Movie Night,Karamo & Jenna,Jive,"""I'm Still Standing""",Elton John,16,Jive,"""I'm Still Standing""—Elton John",Safe,Week 3: Movie Night,Karamo,Jenna,Jenna Johnson,Karamo Brown,Queer Eye expert & activist,Rocketman,,,,,,,,,,,,,,,,,,,,,,,,
5114,Len Goodman,5.0,1649,28,3,Movie Night,Karamo & Jenna,Jive,"""I'm Still Standing""",Elton John,16,Jive,"""I'm Still Standing""—Elton John",Safe,Week 3: Movie Night,Karamo,Jenna,Jenna Johnson,Karamo Brown,Queer Eye expert & activist,Rocketman,,,,,,,,,,,,,,,,,,,,,,,,
5115,Bruno Tonioli,6.0,1649,28,3,Movie Night,Karamo & Jenna,Jive,"""I'm Still Standing""",Elton John,16,Jive,"""I'm Still Standing""—Elton John",Safe,Week 3: Movie Night,Karamo,Jenna,Jenna Johnson,Karamo Brown,Queer Eye expert & activist,Rocketman,,,,,,,,,,,,,,,,,,,,,,,,
5116,Carrie Ann Inaba,8.0,1650,28,3,Movie Night,Ally & Sasha,Rumba,"""Dreaming of You""",Selena,24,Rumba,"""Dreaming of You""—Selena",Safe,Week 3: Movie Night,Ally,Sasha,Sasha Farber,Ally Brooke,Fifth Harmony singer,Selena,,,,,,,,,,,,,,,,,,,,,,,,
5117,Len Goodman,8.0,1650,28,3,Movie Night,Ally & Sasha,Rumba,"""Dreaming of You""",Selena,24,Rumba,"""Dreaming of You""—Selena",Safe,Week 3: Movie Night,Ally,Sasha,Sasha Farber,Ally Brooke,Fifth Harmony singer,Selena,,,,,,,,,,,,,,,,,,,,,,,,
5118,Bruno Tonioli,8.0,1650,28,3,Movie Night,Ally & Sasha,Rumba,"""Dreaming of You""",Selena,24,Rumba,"""Dreaming of You""—Selena",Safe,Week 3: Movie Night,Ally,Sasha,Sasha Farber,Ally Brooke,Fifth Harmony singer,Selena,,,,,,,,,,,,,,,,,,,,,,,,
5119,Carrie Ann Inaba,8.0,1651,28,3,Movie Night,James & Emma,Rumba,"""Shallow""",Lady Gaga & Bradley Cooper,23,Rumba,"""Shallow""—Lady Gaga & Bradley Cooper",Safe,Week 3: Movie Night,James,Emma,Emma Slater,James Van Der Beek,Dawson's Creek actor,A Star Is Born,,,,,,,,,,,,,,,,,,,,,,,,
5120,Len Goodman,7.0,1651,28,3,Movie Night,James & Emma,Rumba,"""Shallow""",Lady Gaga & Bradley Cooper,23,Rumba,"""Shallow""—Lady Gaga & Bradley Cooper",Safe,Week 3: Movie Night,James,Emma,Emma Slater,James Van Der Beek,Dawson's Creek actor,A Star Is Born,,,,,,,,,,,,,,,,,,,,,,,,
5121,Bruno Tonioli,8.0,1651,28,3,Movie Night,James & Emma,Rumba,"""Shallow""",Lady Gaga & Bradley Cooper,23,Rumba,"""Shallow""—Lady Gaga & Bradley Cooper",Safe,Week 3: Movie Night,James,Emma,Emma Slater,James Van Der Beek,Dawson's Creek actor,A Star Is Born,,,,,,,,,,,,,,,,,,,,,,,,
5122,Carrie Ann Inaba,6.0,1652,29,2,First Elimination,Jeannie & Brandon,Cha-Cha-Cha,"""Roses""",Saint Jhn,18,Cha-cha-cha,"""Roses""—Saint Jhn",Safe,Week 2: First Elimination,Jeannie,Brandon,Brandon Armstrong,Jeannie Mai,Television host & stylist,,,,,,,,,,,,,,,,,,,,,,,,,
5123,Derek Hough,6.0,1652,29,2,First Elimination,Jeannie & Brandon,Cha-Cha-Cha,"""Roses""",Saint Jhn,18,Cha-cha-cha,"""Roses""—Saint Jhn",Safe,Week 2: First Elimination,Jeannie,Brandon,Brandon Armstrong,Jeannie Mai,Television host & stylist,,,,,,,,,,,,,,,,,,,,,,,,,
5124,Bruno Tonioli,6.0,1652,29,2,First Elimination,Jeannie & Brandon,Cha-Cha-Cha,"""Roses""",Saint Jhn,18,Cha-cha-cha,"""Roses""—Saint Jhn",Safe,Week 2: First Elimination,Jeannie,Brandon,Brandon Armstrong,Jeannie Mai,Television host & stylist,,,,,,,,,,,,,,,,,,,,,,,,,
5125,Carrie Ann Inaba,6.0,1653,29,2,First Elimination,Carole & Pasha,Viennese Waltz,"""What's New Pussycat?""",Tom Jones,16,Viennese waltz,"""What's New Pussycat?""—Tom Jones",Bottom two,Week 2: First Elimination,Carole,Pasha,Pasha Pashkov,Carole Baskin,Tiger King star & animal activist,,,,,,,,,,,,,,,,,,,,,,,,,
5126,Derek Hough,5.0,1653,29,2,First Elimination,Carole & Pasha,Viennese Waltz,"""What's New Pussycat?""",Tom Jones,16,Viennese waltz,"""What's New Pussycat?""—Tom Jones",Bottom two,Week 2: First Elimination,Carole,Pasha,Pasha Pashkov,Carole Baskin,Tiger King star & animal activist,,,,,,,,,,,,,,,,,,,,,,,,,
5127,Bruno Tonioli,5.0,1653,29,2,First Elimination,Carole & Pasha,Viennese Waltz,"""What's New Pussycat?""",Tom Jones,16,Viennese waltz,"""What's New Pussycat?""—Tom Jones",Bottom two,Week 2: First Elimination,Carole,Pasha,Pasha Pashkov,Carole Baskin,Tiger King star & animal activist,,,,,,,,,,,,,,,,,,,,,,,,,
5128,Carrie Ann Inaba,6.0,1654,29,2,First Elimination,Vernon & Peta,Paso Doble,"""We Found Love""",Rihanna feat. Calvin Harris,18,Paso doble,"""We Found Love""—Rihanna feat. Calvin Harris",Safe,Week 2: First Elimination,Vernon,Peta,Peta Murgatroyd,Vernon Davis,NFL tight end,,,,,,,,,,,,,,,,,,,,,,,,,
