"primary_song_artist_id","primary_song_artist"
1003,"Lewis Capaldi"
1004,"Jesse Corti & Richard White"
1005,"Lana Del Rey"
1006,"Dove Cameron, Sofia Carson,"
1007,"Jazmine Sullivan"
1008,"Randy Crawford"
1009,"Travis Tritt"
1010,"Aaron Copland"
1011,"Cameo"
1012,"Petty Booka"
1013,"Meghan Trainor feat. John Legend"
1014,"The Manhattan Transfer"
1015,"Marvin Gaye and Kim Weston"
1016,"Louis Prima & Keely Smith"
1017,"Gwen Verdon"
1018,"Lorde"
1019,"Emeli Sandé"
1020,"Marie Miller"
1021,"The Ames Brothers"
1022,"Paloma Faith"
1023,"NONONO"
1024,"Cher"
1025,"Santana feat. The Product G&B"
1026,"Pitbull feat. Papayo"
1027,"Johann Pachelbel"
1028,"Tito Puente, Jr."
1029,"Jordan Fisher feat. Lin-Manuel Miranda"
1030,"Indila"
1031,"Lauryn Hill"
1032,"Jim Brickman & Wayne Brady"
1033,"Bruce Adler"
1034,"Melora Hardin"
1035,"Snap!"
1036,"John Waite"
1037,"Semyon Bychkov & Orchestre de Paris"
1038,"Jem"
1039,"Secondhand Serenade"
1040,"Bob Wilson & His Varsity Rhythm Boys"
1041,"Carl Orff"
1042,"MGMT"
1043,"Selena Gomez"
1044,"Sérgio Mendes feat. The Black Eyed Peas"
1045,"Eagles"
1046,"Major Lazer feat. Nyla & Fuse ODG"
1047,"The Chiffons"
1048,"Martynas Levickis"
1049,"Bastille"
1050,"Martin Garrix feat. Usher"
1051,"Rolling Stones"
1052,"Woodkid"
1053,"Billy Vera & The Beaters"
1054,"Sly & The Family Stone"
1055,"Lee Roy Reams"
1056,"Burt Bacharach"
1057,"Wolfgang Mozart"
1058,"Franz Schubert (performed by Jackie Evancho)"
1059,"Giuseppe Verdi (performed by Vittorio Grigolo)"
1060,"Sergei Prokofiev"
1061,"Scorpions"
1062,"Stealers Wheel"
1063,"Los Lonely Boys"
1064,"Christa Behnke"
1065,"Kevin Rudolf & Lil Wayne"
1066,"Louis Armstrong & Ella Fitzgerald"
1067,"Anna Nalick"
1068,"The Score"
1069,"Will Smith feat. Dru Hill & Kool Moe Dee"
1070,"Justin Timberlake, featuring Timbaland"
1071,"Chiwetel Ejiofor"
1072,"Klaus Badelt & Hans Zimmer"
1073,"X Ambassadors & Jamie N Commons"
1074,"Annie Lennox"
1075,"La Roux"
1076,"Bo Diddley"
1077,"Orquesta Color Tango de Roberto Alvarez"
1078,"Lalo Schifrin & Orchestra Ensemble"
1079,"Ozzy Osbourne"
1080,"Common feat. Pharrell Williams"
1081,"Andrea Bocelli feat. Jennifer Lopez"
1082,"Postmodern Jukebox feat. Addie Hamilton"
1083,"The Pierces"
1084,"Ella Henderson"
1085,"Kongos"
1086,"Miranda Lambert & Carrie Underwood"
1087,"Tammy Wynette"
1088,"Jim Croce"
1089,"Sarah McLachlan"
1090,"The Notorious B.I.G."
1091,"Teddybears feat. Mad Cobra"
1092,"Amos Lee"
1093,"Stevie Ray Vaughan"
1094,"Manuel Panella"
1095,"Foreigner"
1096,"Portugal. The Man"
1097,"Sheila E."
1098,"Smash cast feat. Megan Hilty"
1099,"Lifehouse"
1100,"Florence and the Machine"
1101,"Prince"
1102,"Eddie Cochran"
1103,"Angela Via feat. Joe Budden"
1104,"Deana Carter"
1105,"Sheppard"
1106,"Ella Fitzgerald & Louis Armstrong"
1107,"Glenn Miller"
1108,"Marian Hill"
1109,"The Script feat. will.i.am"
1110,"David Garrett & Royal Philharmonic Orchestra"
1111,"Debbie Reynolds, Gene Kelly & Donald O'Connor"
1112,"Bill Medley & Jennifer Warnes"
1113,"Ginuwine"
1114,"from The Mask"
1115,"from Singin' in the Rain"
1116,"Quindon Tarver"
1117,"BC Jean"
1118,"Rick Springfield"
1119,"Dario G"
1120,"MC Hammer"
1121,"Les Tambours du Bronx"
1122,"John Travolta"
1123,"Kenny Rogers feat. Dolly Parton"
1124,"Pablo Cruise"
1125,"Bobby McFerrin"
1126,"Cream"
1127,"Shiny Toy Guns"
1128,"Arthur Murray Orchestra"
1129,"Sevdaliza"
1130,"Lord Huron"
1131,"Cobra Starship, featuring Leighton Meester"
1132,"Green Day"
1133,"Stockard Channing,"
1134,"John Travolta & Jeff Conaway"
1135,"Frankie Avalon"
1136,"Sha Na Na"
1137,"Evanescence"
1138,"Quantic & Nikodemus"
1139,"The Commodores"
1140,"The Newbeats"
1141,"Calvin Harris feat. Ellie Goulding"
1142,"Jane Monheit"
1143,"Emily Browning"
1144,"Avicii feat. Sterling Fox & Audra Mae"
1145,"Hermes House Band"
1146,"X Ambassadors"
1147,"David Guetta feat. Skylar Grey"
1148,"Evanescence feat. Paul McCoy"
1149,"Salt-N-Pepa"
1150,"Rob Base and DJ E-Z Rock"
1151,"Christina Aguilera & Blake Shelton"
1152,"Preservation Hall Jazz Band"
1153,"Bonde do Rolê feat. Rizzle Kicks"
1154,"Blue Foundation"
1155,"The Cat Empire"
1156,"Black Oak Arkansas"
1157,"The Jacksons"
1158,"Mariano Mores"
1159,"Duffy"
1160,"Carole King"
1161,"Martin Garrix"
1162,"Lindsey Stirling"
1163,"Rob Base & DJ E-Z Rock"
1164,"Stockard Channing"
1165,"The Tractors"
1166,"Indigo Swing"
1167,"Manuel Penella"
1168,"Anastacia"
1169,"Kool and the Gang"
1170,"Bastille feat. Gabrielle Aplin"
1171,"Anthony Hamilton & Elayna Boynton"
1172,"Earl St. Clair"
1173,"Kate Hudson"
1174,"Vampire Weekend"
1175,"The Black Keys"
1176,"Alan Menken"
1177,"Grace feat. G-Eazy"
1178,"The Doors"
1179,"Marilyn Manson"
1180,"Red Hot Chili Peppers"
1181,"Mary Wells"
1182,"Joe Arroyo"
1183,"Ketty Lester"
1184,"Alexandra Stan"
1185,"The Andrew Sisters"
1186,"Major Lazer feat. The Partysquad"
1187,"Bajofondo"
1188,"Ricki-Lee Coulter"
1189,"Cab Calloway"
1190,"Wisin"
1191,"John Newman"
1192,"Mazzy Star"
1193,"E.S. Posthumus"
1194,"Alacran"
1195,"John Travolta and Olivia Newton-John"
1196,"Run-D.M.C."
1197,"from The Passion of the Christ"
1198,"Tommy Sparks"
1199,"Chase Holfelder"
1200,"RAIGN"
1201,"Chris De Burgh"
1202,"The Go-Go's"
1203,"The Ides of March"
1204,"The Chainsmokers feat. Daya"
1205,"2WEI"
1206,"David Hirschfelder & The Bogo Pogo Orchestra"
1207,"Nathaniel Rateliff & the Night Sweats"
1208,"Disturbed"
1209,"Pitbull feat. John Ryan"
1210,"Gerard McMann"
1211,"Marc Anthony"
1212,"Timbaland featuring Keri Hilson and D.O.E."
1213,"Carmen Miranda"
1214,"Chubby Checker"
1215,"Was (Not Was)"
1216,"The Baseballs"
1217,"Usher feat. Lil' Jon & Ludacris"
1218,"Avril Lavigne feat. Chad Kroeger"
1219,"The Coasters"
1220,"A.P.P.A.R.T."
1221,"David Guetta feat. Nicki Minaj"
1222,"Lipps Inc."
1223,"Elvis Crespo"
1224,"69 Boyz"
1225,"from Dreamgirls"
1226,"Tape Five feat. Henrik Wager"
1227,"District 78 feat. Patrice Covington"
1228,"Kim Petras"
1229,"Daniel Jang"
1230,"Måneskin"
1231,"P!nk"
1232,"Taylor Dayne"
1233,"Otros Aires Electronic Tango Orchestra"
1234,"Tom Petty"
1235,"Leo Sayer"
1236,"Ella Mae Bowen"
1237,"Haley Reinhart"
1238,"DJ Snake & Lil Jon"
1239,"Jason Derulo feat. 2 Chainz"
1240,"Deee-Lite"
1241,"Panjabi MC"
1242,"Hardwell"
1243,"Bonde do Rolê"
1244,"Sergio Mendes"
1245,"Proyecto Uno"
1246,"Sérgio Mendes feat. Carlinhos Brown"
1247,"Niall Horan"
1248,"Years & Years"
1249,"Michael Buble"
1250,"Luniz feat. Michael Marshall"
1251,"Ciara"
1252,"Letters To Cleo"
1253,"Nicki Minaj"
1254,"Stevie Wonder feat. Ariana Grande"
1255,"Christina Grimmie"
1256,"Cy Coleman"
1257,"Thurston Harris and the Sharps"
1258,"MIKA"
1259,"X Ambassadors & Jamie N Commons feat. Jay-Z"
1260,"Christian TV"
1261,"Nikki Williams"
1262,"Bugsy Malone"
1263,"Gregor Salto"
1264,"Jean Knight"
1265,"Osvaldo Pugliese"
1266,"Janelle Monáe feat. Big Boi"
1267,"Seth MacFarlane"
1268,"Andrews Sisters"
1269,"Dinah Washington"
1270,"The Young Rascals"
1271,"Ben E. King"
1272,"Bailongo"
1273,"Frankie Valli"
1274,"Ariana Grande feat. Iggy Azalea"
1275,"LMFAO"
1276,"Noisettes"
1277,"Benny Goodman"
1278,"Cowboy Troy"
1279,"Earth, Wind, and Fire"
1280,"Leo Soul"
1281,"Unit 4 + 2"
1282,"Oh the Larceny"
1283,"Rumer Willis"
1284,"Cash Cash feat. Julia Michaels"
1285,"Kiesza"
1286,"Wayne Beckford"
1287,"Prince Royce feat. Jennifer Lopez & Pitbull"
1288,"The Proclaimers"
1289,"Mariah Carey & Whitney Houston"
1290,"Irene Cara"
1291,"The Weeknd feat. Ed Sheeran"
1292,"Bakermat feat. Alex Clare"
1293," MKTO"
1294," Goodwill & Hook n Sling"
1295,"Tori Kelly"
1296,"Justin Bieber"
1297,"Alexander Jean"
1298,"Calvin Harris feat. John Newman"
1299,"Nikki & Rich"
1300,"Macklemore & Ryan Lewis"
1301,"Shakira feat. Wyclef Jean"
1302,"Madeon"
1303,"Ludovic Bource"
1304,"Labrinth feat. Emeli Sandé"
1305,"Usher feat. Lil Jon & Ludacris"
1306,"The Cinematic Orchestra feat. Patrick Watson"
1307,"NEEDTOBREATHE feat. Gavin DeGraw"
1308,"Keala Settle"
1309,"Jason Mraz & Colbie Caillat"
1310,"Spin Doctors"
1311,"The Marvelettes"
1312,"Zedd feat. Hayley Williams"
1313,"DOROTHY"
1314,"James Vincent McMorrow"
1315,"Diplo feat. Faustix & Imanos and Kai"
1316,"Koji Kondo"
1317,"Sleeping at Last"
1318,"Juanes"
1319,"Justin Bieber feat. Nicki Minaj"
1320,"Yin Yang Twins feat. Pitbull"
1321,"Fleetwood Mac"
1322,"Saint Jhn"
1323,"Rihanna feat. Calvin Harris"
1324,"The Piano Guys"
1325,"Nathan Sykes feat. Ariana Grande"
1326,"Nathan Lanier"
1327,"The Sugarhill Gang"
1328,"Kimberly Cole"
1329,"Héctor Lavoe"
1330,"Rayelle"
1331,"Lee Ann Womack feat. Sons of the Desert"
1332,"Anika Noni Rose"
1333,"Myon"
1334,"Parov Stelar"
1335,"Alesso feat. Ryan Tedder"
1336,"Empire cast feat. Jussie Smollett & Pitbull"
1337,"The Osmonds"
1338,"Kylie Minogue"
1339,"Jonas Brothers"
1340,"Taco feat. tomX"
1341,"Escala"
1342,"Jon Batiste"
1343,"Carmen Twillie & Lebo M."
1344,"Newsies cast"
1345,"Russell Watson"
1346,"Sean Kingston"
1347,"Missy Elliott feat. Pharrell Williams"
1348,"Felix Jaehn feat. Hight & Alex Aiono"
1349,"Avicii feat. Sandro Cavazza"
1350,"Alex Newell, Jess Glynne & DJ Cassidy with Nile Rodgers"
1351,"Don Omar & Lucenzo"
1352,"DJ Khaled feat. T-Pain, Ludacris, Rick Ross & Snoop Dogg"
1353,"Shawn Mendes & Camila Cabello"
1354,"Kina Grannis"
1355,"Pitbull feat. Theron Theron"
1356,"Aly & AJ"
1357,"Forever Tango"
1358,"Paula Cole"
1359,"Timeflies"
1360,"Prince & The Revolution"
1361,"Jennifer Lopez feat. DJ Khaled & Cardi B"
1362,"Louisa feat. 2 Chainz"
1363,"Luke Combs"
1364,"Daddy Yankee feat. Snow"
1365,"Waylon Jennings"
1366,"Martynas"
1367,"David Guetta feat. Sia"
1368,"Lenii"
1369,"Bishop Briggs"
1370,"Al Green"
1371,"Santana feat. Rob Thomas"
1372,"Selena"
1373,"Lady Gaga & Bradley Cooper"
1374,"Michael Sembello"
1375,"Meryl Streep"
1376,"Armin van Buuren feat. Cimo Fränkel"
1377,"Gamu"
1378,"Missy Elliott feat. Ciara & Fat Man Scoop"
1379,"New Kids on the Block"
1380,"Tiffany"
1381,"DeBarge"
1382,"Matt Beilis"
1383,"SBTRKT feat. Ezra Koenig"
1384,"Lil Nas X feat. Billy Ray Cyrus"
1385,"Sarah Bockel"
1386,"Marky Mark and the Funky Bunch"
1387,"Doja Cat feat. Nicki Minaj"
1388,"JD McCrary,"
1389,"Ariana Grande & John Legend"
1390,"Grace Potter & The Nocturnals"
1391,"Cast of High School Musical"
1392,"Zayn & Zhavia Ward"
1393,"Vincint"
1394,"Helmut Vonlichten"
1395,"Intermezzo Orchestra"
1396,"MILCK"
1397,"Lauren Alaina"
1398,"Cast of The Rocky Horror Picture Show"
1399,"Calum Scott & Leona Lewis"
1400,"Jennifer Lopez feat. Gente de Zona"
1401,"Malachi Barton"
1402,"Tinashe feat. Schoolboy Q"
1403,"Ariana Grande & Justin Bieber"
1404,"The Tony Rich Project"
1405,"Ava Max"
1406,"Clint Mansell & Kronos Quartet"
1407,"CLiQ feat. Alika"
1408,"Missy Elliott"
1409,"Bobby Pickett"
1410,"Chris Isaak"
1411,"Styx"
1412,"Pat Benatar"
1413,"Kaleo"
1414,"Montell Jordan"
1415,"Ally Brooke feat. Matoma"
1416,"Barns Courtney"
1417,"Dimie Cat"
1418,"Linda Ronstadt"
1419,"Right Said Fred"
1420,"Judy Kuhn"
1421,"Alan Menken & David Zippel"
1422,"Mandy Moore"
1423,"Lea Salonga"
1424," Tupac feat. Dr. Dre & Roger Troutman"
1425,"Amy Winehouse feat. Mark Ronson"
1426,"SYML"
1427,"José Feliciano,"
1428,"Atwater Men's Club"
1429,"John Denver"
1430,"Junior Senior"
1431,"Carly Pearce"
1432,"Dierks Bentley feat. Brothers Osborne"
1433,"Noah Cyrus"
1434,"Ella Mae Bowen & Bonnie Tyler"
1435,"Jonas Brothers & Karol G"
1436,"Sam Smith & Normani"
1437,"LANCO"
1438,"Chris Stapleton"
1439,"Chris Janson"
1440,"JP Saxe & Julia Michaels"
1441,"Merry Clayton"
1442,"The Chicks"
1443,"Gloria Estefan & Miami Sound Machine"
1444,"from Forever Tango"
1445,"Andra Day & Common"
1446,"Zac Efron & Zendaya"
1447,"The Weeknd & Kendrick Lamar"
1448,"Austin French"
1449,"Björk"
1450,"Bill Withers"
