,dance_id,season,week,couple,dance,music,judge,judge_score,total_score,result,score_type,film,broadway_show,classical_music,television_show,team_captain,guest_judge,original_couple,dance_chosen_by,disney_film,tv_show,genre,elvis_music,cirque_du_soleil_show,trio_partner,james_bond_film,dance_&_theme,film_series,music_by_britney_spears,era,musical,music_from_grease,michael_buble_music,horror_film_show,music_by_queen,mentor,villain,music_by_janet_jackson,trio_dance_partner,icon,film_theme,dynamic_duo,professionals,cher_music,icons,stevie_wonder_music,motown_music,couple_list,couple_count,judge_score_count,judge_count
2577,2577,19,Week 4: Most Memorable Year Night,Sadie & Mark,Samba,"""Hunter""—Pharrell Williams",Carrie Ann Inaba,9,37,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sadie & Mark'],1,4,4
2577,2577,19,Week 4: Most Memorable Year Night,Sadie & Mark,Samba,"""Hunter""—Pharrell Williams",Julianne Hough, 10,37,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sadie & Mark'],1,4,4
2577,2577,19,Week 4: Most Memorable Year Night,Sadie & Mark,Samba,"""Hunter""—Pharrell Williams",Bruno Tonioli, 9,37,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sadie & Mark'],1,4,4
2577,2577,19,Week 4: Most Memorable Year Night,Sadie & Mark,Samba,"""Hunter""—Pharrell Williams",America's Score, 9,37,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sadie & Mark'],1,4,4
2578,2578,19,Week 4: Most Memorable Year Night,Alfonso & Witney,Jazz,"""It's Not Unusual""—Tom Jones",Carrie Ann Inaba,10,40,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alfonso & Witney'],1,4,4
2578,2578,19,Week 4: Most Memorable Year Night,Alfonso & Witney,Jazz,"""It's Not Unusual""—Tom Jones",Julianne Hough, 10,40,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alfonso & Witney'],1,4,4
2578,2578,19,Week 4: Most Memorable Year Night,Alfonso & Witney,Jazz,"""It's Not Unusual""—Tom Jones",Bruno Tonioli, 10,40,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alfonso & Witney'],1,4,4
2578,2578,19,Week 4: Most Memorable Year Night,Alfonso & Witney,Jazz,"""It's Not Unusual""—Tom Jones",America's Score, 10,40,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alfonso & Witney'],1,4,4
2579,2579,19,Week 5: Switch-Up Night,Antonio & Allison,Bollywood,"""One Two Three Four (Get On The Dance Floor)""—Vishal Dadlani, Hamsika Iyer & Sricharan",Carrie Ann Inaba,8,28,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Antonio & Allison'],1,4,4
2579,2579,19,Week 5: Switch-Up Night,Antonio & Allison,Bollywood,"""One Two Three Four (Get On The Dance Floor)""—Vishal Dadlani, Hamsika Iyer & Sricharan",Jessie J, 6,28,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Antonio & Allison'],1,4,4
2579,2579,19,Week 5: Switch-Up Night,Antonio & Allison,Bollywood,"""One Two Three Four (Get On The Dance Floor)""—Vishal Dadlani, Hamsika Iyer & Sricharan",Julianne Hough, 7,28,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Antonio & Allison'],1,4,4
2579,2579,19,Week 5: Switch-Up Night,Antonio & Allison,Bollywood,"""One Two Three Four (Get On The Dance Floor)""—Vishal Dadlani, Hamsika Iyer & Sricharan",Bruno Tonioli, 7,28,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Antonio & Allison'],1,4,4
2580,2580,28,Week 8: Dance-Off Week,Lauren & Gleb,Jive,"""Hound Dog""—Elvis Presley",Carrie Ann Inaba,8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lauren & Gleb'],1,3,3
2580,2580,28,Week 8: Dance-Off Week,Lauren & Gleb,Jive,"""Hound Dog""—Elvis Presley",Len Goodman, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lauren & Gleb'],1,3,3
2580,2580,28,Week 8: Dance-Off Week,Lauren & Gleb,Jive,"""Hound Dog""—Elvis Presley",Bruno Tonioli, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lauren & Gleb'],1,3,3
2581,2581,28,Week 8: Dance-Off Week,Kel & Witney,Salsa,"""This Is How We Do It""—Montell Jordan",Carrie Ann Inaba,9,28,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kel & Witney'],1,3,3
2581,2581,28,Week 8: Dance-Off Week,Kel & Witney,Salsa,"""This Is How We Do It""—Montell Jordan",Len Goodman, 9,28,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kel & Witney'],1,3,3
2581,2581,28,Week 8: Dance-Off Week,Kel & Witney,Salsa,"""This Is How We Do It""—Montell Jordan",Bruno Tonioli, 10,28,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kel & Witney'],1,3,3
2582,2582,28,Week 8: Dance-Off Week,Ally & Sasha,Paso doble,"""Higher""—Ally Brooke feat. Matoma",Carrie Ann Inaba,10,30,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ally & Sasha'],1,3,3
2582,2582,28,Week 8: Dance-Off Week,Ally & Sasha,Paso doble,"""Higher""—Ally Brooke feat. Matoma",Len Goodman, 10,30,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ally & Sasha'],1,3,3
2582,2582,28,Week 8: Dance-Off Week,Ally & Sasha,Paso doble,"""Higher""—Ally Brooke feat. Matoma",Bruno Tonioli, 10,30,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ally & Sasha'],1,3,3
2583,2583,28,Week 8: Dance-Off Week,Hannah & Alan,Quickstep,"""American Girl""—Elle King",Carrie Ann Inaba,10,29,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hannah & Alan'],1,3,3
2583,2583,28,Week 8: Dance-Off Week,Hannah & Alan,Quickstep,"""American Girl""—Elle King",Len Goodman, 9,29,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hannah & Alan'],1,3,3
2583,2583,28,Week 8: Dance-Off Week,Hannah & Alan,Quickstep,"""American Girl""—Elle King",Bruno Tonioli, 10,29,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hannah & Alan'],1,3,3
2584,2584,28,Week 8: Dance-Off Week,Kate & Pasha,Jive,"""Heat Wave""—Linda Ronstadt",Carrie Ann Inaba,8,24,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kate & Pasha'],1,3,3
2584,2584,28,Week 8: Dance-Off Week,Kate & Pasha,Jive,"""Heat Wave""—Linda Ronstadt",Len Goodman, 8,24,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kate & Pasha'],1,3,3
2584,2584,28,Week 8: Dance-Off Week,Kate & Pasha,Jive,"""Heat Wave""—Linda Ronstadt",Bruno Tonioli, 8,24,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kate & Pasha'],1,3,3
2585,2585,28,Week 8: Dance-Off Week,James & Emma,Contemporary,"""Don't Stop Believin'""—Ray Chew",Carrie Ann Inaba,10,30,Immune,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['James & Emma'],1,3,3
2585,2585,28,Week 8: Dance-Off Week,James & Emma,Contemporary,"""Don't Stop Believin'""—Ray Chew",Len Goodman, 10,30,Immune,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['James & Emma'],1,3,3
2585,2585,28,Week 8: Dance-Off Week,James & Emma,Contemporary,"""Don't Stop Believin'""—Ray Chew",Bruno Tonioli, 10,30,Immune,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['James & Emma'],1,3,3
2587,2587,16,Week 1: First Dances,Jacoby & Karina,Cha-cha-cha,"""Good Feeling""—Flo Rida",Carrie Ann Inaba,7,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jacoby & Karina'],1,3,3
2587,2587,16,Week 1: First Dances,Jacoby & Karina,Cha-cha-cha,"""Good Feeling""—Flo Rida",Len Goodman, 6,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jacoby & Karina'],1,3,3
2587,2587,16,Week 1: First Dances,Jacoby & Karina,Cha-cha-cha,"""Good Feeling""—Flo Rida",Bruno Tonioli, 7,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jacoby & Karina'],1,3,3
2588,2588,16,Week 2: First Elimination,Ingo & Kym,Quickstep,"""Billy-a-Dick""—Bette Midler",Carrie Ann Inaba,6,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ingo & Kym'],1,3,3
2588,2588,16,Week 2: First Elimination,Ingo & Kym,Quickstep,"""Billy-a-Dick""—Bette Midler",Len Goodman, 7,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ingo & Kym'],1,3,3
2588,2588,16,Week 2: First Elimination,Ingo & Kym,Quickstep,"""Billy-a-Dick""—Bette Midler",Bruno Tonioli, 7,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ingo & Kym'],1,3,3
2589,2589,21,Week 4: Most Memorable Year Night,Andy & Allison,Cha-cha-cha,"""Good to Be Alive (Hallelujah)""—Andy Grammer",Carrie Ann Inaba,7,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Andy & Allison'],1,3,3
2589,2589,21,Week 4: Most Memorable Year Night,Andy & Allison,Cha-cha-cha,"""Good to Be Alive (Hallelujah)""—Andy Grammer",Julianne Hough, 8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Andy & Allison'],1,3,3
2589,2589,21,Week 4: Most Memorable Year Night,Andy & Allison,Cha-cha-cha,"""Good to Be Alive (Hallelujah)""—Andy Grammer",Bruno Tonioli, 8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Andy & Allison'],1,3,3
2590,2590,21,Week 4: Most Memorable Year Night,Bindi & Derek,Contemporary,"""Every Breath You Take""—Aaron Krause feat. Liza Anne",Carrie Ann Inaba,9,28,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bindi & Derek'],1,3,3
2590,2590,21,Week 4: Most Memorable Year Night,Bindi & Derek,Contemporary,"""Every Breath You Take""—Aaron Krause feat. Liza Anne",Julianne Hough, 9,28,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bindi & Derek'],1,3,3
2590,2590,21,Week 4: Most Memorable Year Night,Bindi & Derek,Contemporary,"""Every Breath You Take""—Aaron Krause feat. Liza Anne",Bruno Tonioli, 10,28,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bindi & Derek'],1,3,3
2591,2591,21,Week 5: Switch-Up Night,Tamar & Louis,Samba,"""End of Time""—Beyoncé",Carrie Ann Inaba,7,29,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tamar & Louis'],1,4,4
2591,2591,21,Week 5: Switch-Up Night,Tamar & Louis,Samba,"""End of Time""—Beyoncé",Julianne Hough, 7,29,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tamar & Louis'],1,4,4
2591,2591,21,Week 5: Switch-Up Night,Tamar & Louis,Samba,"""End of Time""—Beyoncé",Maksim Chmerkovskiy, 8,29,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tamar & Louis'],1,4,4
2591,2591,21,Week 5: Switch-Up Night,Tamar & Louis,Samba,"""End of Time""—Beyoncé",Bruno Tonioli, 7,29,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tamar & Louis'],1,4,4
2592,2592,22,Week 7: Icons Night,Kim & Sasha,Samba,"""ABC""—The Jackson 5",Carrie Ann Inaba,9,27,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kim & Sasha'],1,3,3
2592,2592,22,Week 7: Icons Night,Kim & Sasha,Samba,"""ABC""—The Jackson 5",Len Goodman, 9,27,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kim & Sasha'],1,3,3
2592,2592,22,Week 7: Icons Night,Kim & Sasha,Samba,"""ABC""—The Jackson 5",Bruno Tonioli, 9,27,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kim & Sasha'],1,3,3
2593,2593,22,Week 7: Icons Night,Nyle & Peta,Foxtrot,"""Beautiful Day""—U2",Carrie Ann Inaba,10,28,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nyle & Peta'],1,3,3
2593,2593,22,Week 7: Icons Night,Nyle & Peta,Foxtrot,"""Beautiful Day""—U2",Len Goodman, 9,28,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nyle & Peta'],1,3,3
2593,2593,22,Week 7: Icons Night,Nyle & Peta,Foxtrot,"""Beautiful Day""—U2",Bruno Tonioli, 9,28,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nyle & Peta'],1,3,3
2594,2594,22,Week 7: Icons Night,Antonio & Sharna,Tango,"""Paint It Black""—The Rolling Stones",Carrie Ann Inaba,8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Antonio & Sharna'],1,3,3
2594,2594,22,Week 7: Icons Night,Antonio & Sharna,Tango,"""Paint It Black""—The Rolling Stones",Len Goodman, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Antonio & Sharna'],1,3,3
2594,2594,22,Week 7: Icons Night,Antonio & Sharna,Tango,"""Paint It Black""—The Rolling Stones",Bruno Tonioli, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Antonio & Sharna'],1,3,3
2595,2595,22,Week 7: Icons Night,Wanyá & Lindsay,Foxtrot,"""I Say a Little Prayer""—Aretha Franklin",Carrie Ann Inaba,9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Wanyá & Lindsay'],1,3,3
2595,2595,22,Week 7: Icons Night,Wanyá & Lindsay,Foxtrot,"""I Say a Little Prayer""—Aretha Franklin",Len Goodman, 9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Wanyá & Lindsay'],1,3,3
2595,2595,22,Week 7: Icons Night,Wanyá & Lindsay,Foxtrot,"""I Say a Little Prayer""—Aretha Franklin",Bruno Tonioli, 9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Wanyá & Lindsay'],1,3,3
2596,2596,22,Week 7: Icons Night,Ginger & Val,Viennese waltz,"""I Have Nothing""—Whitney Houston",Carrie Ann Inaba,10,30,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ginger & Val'],1,3,3
2596,2596,22,Week 7: Icons Night,Ginger & Val,Viennese waltz,"""I Have Nothing""—Whitney Houston",Len Goodman, 10,30,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ginger & Val'],1,3,3
2596,2596,22,Week 7: Icons Night,Ginger & Val,Viennese waltz,"""I Have Nothing""—Whitney Houston",Bruno Tonioli, 10,30,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ginger & Val'],1,3,3
2597,2597,22,Week 7: Icons Night,Von & Witney,Salsa,"""A Little Less Conversation""—Elvis Presley",Carrie Ann Inaba,8,24,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Von & Witney'],1,3,3
2597,2597,22,Week 7: Icons Night,Von & Witney,Salsa,"""A Little Less Conversation""—Elvis Presley",Len Goodman, 8,24,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Von & Witney'],1,3,3
2597,2597,22,Week 7: Icons Night,Von & Witney,Salsa,"""A Little Less Conversation""—Elvis Presley",Bruno Tonioli, 8,24,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Von & Witney'],1,3,3
2598,2598,20,Week 6: Spring Break Night,Chris & Witney,Viennese waltz,"""Hopelessly Devoted to You""—Olivia Newton-John",Carrie Ann Inaba,8,31,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2598,2598,20,Week 6: Spring Break Night,Chris & Witney,Viennese waltz,"""Hopelessly Devoted to You""—Olivia Newton-John",Len Goodman, 7,31,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2598,2598,20,Week 6: Spring Break Night,Chris & Witney,Viennese waltz,"""Hopelessly Devoted to You""—Olivia Newton-John",Julianne Hough, 8,31,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2598,2598,20,Week 6: Spring Break Night,Chris & Witney,Viennese waltz,"""Hopelessly Devoted to You""—Olivia Newton-John",Bruno Tonioli, 8,31,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2599,2599,20,Week 6: Spring Break Night,Riker & Allison,Samba,"""Want to Want Me""—Jason Derulo",Carrie Ann Inaba,10,37,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Riker & Allison'],1,4,4
2599,2599,20,Week 6: Spring Break Night,Riker & Allison,Samba,"""Want to Want Me""—Jason Derulo",Len Goodman, 8,37,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Riker & Allison'],1,4,4
2599,2599,20,Week 6: Spring Break Night,Riker & Allison,Samba,"""Want to Want Me""—Jason Derulo",Julianne Hough, 9,37,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Riker & Allison'],1,4,4
2599,2599,20,Week 6: Spring Break Night,Riker & Allison,Samba,"""Want to Want Me""—Jason Derulo",Bruno Tonioli, 10,37,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Riker & Allison'],1,4,4
2602,2602,20,Week 7: Eras Night,Riker & Allison,Quickstep,"""Wiggle""—Scott Bradlee & Postmodern Jukebox",Carrie Ann Inaba,9,37,Safe,single_score,,,,,,,,,,,,,,,,,,,1920s,,,,,,,,,,,,,,,,,,['Riker & Allison'],1,4,4
2602,2602,20,Week 7: Eras Night,Riker & Allison,Quickstep,"""Wiggle""—Scott Bradlee & Postmodern Jukebox",Len Goodman, 10,37,Safe,single_score,,,,,,,,,,,,,,,,,,,1920s,,,,,,,,,,,,,,,,,,['Riker & Allison'],1,4,4
2602,2602,20,Week 7: Eras Night,Riker & Allison,Quickstep,"""Wiggle""—Scott Bradlee & Postmodern Jukebox",Julianne Hough, 9,37,Safe,single_score,,,,,,,,,,,,,,,,,,,1920s,,,,,,,,,,,,,,,,,,['Riker & Allison'],1,4,4
2602,2602,20,Week 7: Eras Night,Riker & Allison,Quickstep,"""Wiggle""—Scott Bradlee & Postmodern Jukebox",Bruno Tonioli, 9,37,Safe,single_score,,,,,,,,,,,,,,,,,,,1920s,,,,,,,,,,,,,,,,,,['Riker & Allison'],1,4,4
2603,2603,27,Week 6: Halloween Night,Joe & Jenna,Argentine tango,"""El Tango de Roxanne""—José Feliciano,---Ewan McGregor & Jacek Koman",Carrie Ann Inaba,8,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Joe & Jenna'],1,3,3
2603,2603,27,Week 6: Halloween Night,Joe & Jenna,Argentine tango,"""El Tango de Roxanne""—José Feliciano,---Ewan McGregor & Jacek Koman",Len Goodman, 7,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Joe & Jenna'],1,3,3
